"max","min","mean","sd","rms","skewness","kurtosis","crest","form","fault"
"0.49421","-0.40179","0.0207419972949219","0.13269785684256","0.134277152390075","0.104436436108031","0.411884457136368","3.68052189969236","6.47368478940789","Ball_007_1"
"0.41222","-0.38427","0.0193526382910156","0.138796605930178","0.140105731265658","0.00570504864527405","-0.423622708020554","2.94220654841292","7.23961917537113","Ball_007_1"
"0.52467","-0.52988","0.0185968919433594","0.136389352653163","0.137618374035524","0.0198557703107114","0.248097116507847","3.81249962933412","7.40007386474411","Ball_007_1"
"0.52196","-0.49129","0.0174858965283203","0.14052072323025","0.14157043687516","0.0904989758027539","0.0975400183172681","3.6869279457001","8.0962641318317","Ball_007_1"
"0.4504","-0.39804","0.0182433361376953","0.124974093537422","0.126268432858274","0.0277302339942869","0.282408036151284","3.56700395977464","6.92134552064583","Ball_007_1"
"0.55095","-0.33942","0.0186828323681641","0.124581204814121","0.125944219639186","-0.00671873034740488","0.0841237941372985","4.37455566899697","6.74117377693746","Ball_007_1"
"0.45541","-0.45562","0.0176152991552734","0.139932904882551","0.141003388227593","0.0648655367961449","-0.106935059101786","3.22978054445701","8.00459799091074","Ball_007_1"
"0.44226","-0.44957","0.0181357869873047","0.145507416984708","0.146598011845907","0.0212794089955118","0.147943279567529","3.01682126811427","8.08335540930912","Ball_007_1"
"0.36153","-0.36821","0.0195456403857422","0.141161922001712","0.142474525628521","-0.0328907561123047","-0.394643171676172","2.53750625527703","7.28932502679478","Ball_007_1"
"0.4963","-0.38594","0.0186883696582031","0.138284316969097","0.139507957824425","0.00981334767914497","-0.0533160839731228","3.55750315422585","7.46496138378713","Ball_007_1"
"0.53844","-0.4406","0.0171573519482422","0.141424114389686","0.142426784176501","0.00208506514788451","0.0315840295733478","3.78046870266159","8.30121015213499","Ball_007_1"
"0.43788","-0.36257","0.0186141637744141","0.131600645772768","0.132878744160656","0.0394546918953976","-0.0832246479683216","3.29533517769091","7.13858252087066","Ball_007_1"
"0.63899","-0.48107","0.0192308382177734","0.16001733273002","0.161129976119288","0.0913032467549977","0.372991486281166","3.96568047355101","8.37872870098656","Ball_007_1"
"0.36153","-0.34985","0.0194689624414063","0.134654375462044","0.136022012598121","-0.0086141258539732","-0.475866700917732","2.65787862636722","6.98660819791979","Ball_007_1"
"0.5086","-0.40242","0.0181129396630859","0.145434994118797","0.146523337035615","0.0679898361850739","-0.17359084917587","3.47111941544421","8.08942887024733","Ball_007_1"
"0.37259","-0.33671","0.0201691446923828","0.121753563582622","0.123383493205128","0.016644238341354","-0.410711706496645","3.01977185376459","6.11743805138775","Ball_007_1"
"0.53614","-0.52801","0.0188563325878906","0.148949341137836","0.150102080405424","0.122885441788003","0.393698182834173","3.57183590361899","7.96030085414482","Ball_007_1"
"0.55679","-0.41765","0.0181795159570312","0.139685233143328","0.140829442349215","0.0269990001170492","0.12088532478552","3.95364769406191","7.74660022203436","Ball_007_1"
"0.44748","-0.3801","0.0184982637939453","0.14011783703447","0.141299708381852","0.00548622670057024","-0.209621044343545","3.16688551678194","7.63853894375218","Ball_007_1"
"0.41264","-0.40576","0.0179837528759766","0.135043986813647","0.136203483862417","-0.029608402960959","-0.200919999008276","3.02958476757333","7.57369636925803","Ball_007_1"
"0.39261","-0.36403","0.01948546296875","0.138329818600049","0.139662015779448","-0.0333744874881145","-0.50476204766544","2.81114373016069","7.16749794466946","Ball_007_1"
"0.39345","-0.37134","0.0204472638623047","0.1284982036904","0.130083882762078","-0.0520778955684982","-0.292281371129263","3.02458684078192","6.36192126428675","Ball_007_1"
"0.3874","-0.36716","0.0196174828955078","0.13349440276377","0.13489588453176","-0.0430686361734161","-0.28594529834875","2.87184446986439","6.87630952708258","Ball_007_1"
"0.44247","-0.35089","0.0199034876855469","0.130369135775233","0.131848251798159","0.0423985293670546","-0.19967367600141","3.35590342659497","6.62437929880512","Ball_007_1"
"0.47356","-0.40033","0.0192911290087891","0.147724538094053","0.14894304709129","0.0738064521268952","0.077715063462418","3.17947033613288","7.72080509250814","Ball_007_1"
"0.39491","-0.38448","0.0203073397998047","0.144567465774734","0.145951825110767","0.0229674265429718","-0.325292264792301","2.70575581840303","7.1871464480134","Ball_007_1"
"0.50235","-0.37759","0.0196760047021484","0.140242789013775","0.141582419446442","0.148570063807921","0.141517520320892","3.54811001227471","7.1956894496464","Ball_007_1"
"0.45979","-0.35006","0.0195762369775391","0.143048547382576","0.144347235229732","0.119850372503282","-0.463845353585085","3.18530520704628","7.37359459815234","Ball_007_1"
"0.55533","-0.45728","0.0183619241699219","0.135516318031838","0.136721854825434","0.0699407034942739","0.539323547202742","4.0617500450754","7.44594376712405","Ball_007_1"
"0.52655","-0.44268","0.0192936002246094","0.13805363649659","0.139361915535321","-0.0518709691068141","-0.10255930474149","3.77829192414156","7.22321981967687","Ball_007_1"
"0.43768","-0.33358","0.0189398012060547","0.118369023129933","0.11984615257776","0.0471998330935643","0.0819508193331702","3.65201544301575","6.3277407863947","Ball_007_1"
"0.39199","-0.3365","0.0189354610107422","0.124172233602296","0.125577731298488","0.0967217664007411","-0.175530073035385","3.12149292670587","6.6318813799805","Ball_007_1"
"0.4527","-0.41973","0.0197510388134766","0.138179933363648","0.139550974291934","0.0259082487015516","0.00481090723871791","3.24397591845525","7.06550048378797","Ball_007_1"
"0.46646","-0.40722","0.0177769492138672","0.142245342894276","0.143317402096839","-0.0543345829505384","-0.0948329256971174","3.25473385070722","8.06197961037332","Ball_007_1"
"0.45478","-0.37739","0.0186947357714844","0.136797641047496","0.138036046902119","-0.0927962557212684","-0.252658728750852","3.29464665358379","7.38368536412636","Ball_007_1"
"0.39157","-0.33024","0.0190251600439453","0.117176823802547","0.118683025114596","0.158511273430896","0.0949979138687591","3.29929237666394","6.2382142825845","Ball_007_1"
"0.40763","-0.37926","0.0195819060058594","0.133238064396621","0.134637159401863","0.0045559571538562","-0.0493134562697422","3.02761883725809","6.87559011679333","Ball_007_1"
"0.46959","-0.44352","0.0179965523535156","0.13922524250084","0.140349846328085","-0.0503588067986431","0.19936162273524","3.34585332499956","7.79870741746086","Ball_007_1"
"0.52905","-0.4408","0.0183473772558594","0.141655497457094","0.142804440490217","0.105538121601978","0.0544350835748313","3.70471673138373","7.78337080547092","Ball_007_1"
"0.40451","-0.4068","0.0163820725537109","0.132938819838994","0.133912183384232","-0.0847540550686777","-0.248435031352234","3.02071095980376","8.17431267900822","Ball_007_1"
"0.44539","-0.42954","0.0155695963183594","0.147781361301755","0.148563384930472","-0.0519827892229918","-0.127963809439051","2.99797961798221","9.54189061120926","Ball_007_1"
"0.41556","-0.38677","0.0166809668701172","0.133651816749221","0.134656380100654","-0.0237688634310093","-0.176021306839933","3.08607731538138","8.07245653978736","Ball_007_1"
"0.45791","-0.34296","0.0147302376171875","0.120948340484245","0.12181271749438","0.110816201473586","0.17224810635606","3.75913130762498","8.26956907689299","Ball_007_1"
"0.37384","-0.339","0.0157452969384766","0.130999055940236","0.131910150326484","0.109241484606738","-0.402504556968023","2.8340502916169","8.37774929503786","Ball_007_1"
"0.41973","-0.39866","0.0164239559570312","0.13748519446741","0.138429387947711","0.067737062403702","0.0196893901278523","3.03208737842968","8.42850457647798","Ball_007_1"
"0.45791","-0.42119","0.0171859139501953","0.153961116339247","0.154879975308641","-0.0192199023650902","-0.346001017723856","2.95654747547246","9.01203018690089","Ball_007_1"
"0.47794","-0.36821","0.0180295617333984","0.135319776110609","0.13648284056697","0.0622598398659861","-0.194494640311897","3.50183215717496","7.56994776607053","Ball_007_1"
"0.41723","-0.35778","0.0187585864160156","0.135286615317009","0.136548218941763","0.0791257049538064","-0.284867553859377","3.05555065626997","7.27923820662635","Ball_007_1"
"0.45603","-0.44435","0.0175756967138672","0.133551789924535","0.13467099421664","-0.0213086664196464","0.195321198910784","3.386252567991","7.66234172158793","Ball_007_1"
"0.41056","-0.39199","0.0178629348388672","0.117427938206845","0.118750461244721","0.0581748641578125","0.370585168686988","3.45733393956186","6.64786958671187","Ball_007_1"
"0.52029","-0.39053","0.0158406637890625","0.141031227339867","0.141883832392566","0.136601298870407","-0.0631829721763948","3.66701400171131","8.95693730274943","Ball_007_1"
"0.38406","-0.37029","0.0169040839648438","0.134259475309549","0.135286929151745","0.0632650570253775","-0.355088044962305","2.83885518289219","8.00320972334899","Ball_007_1"
"0.46459","-0.39345","0.0196053760839844","0.141370879835594","0.14268965548271","-0.0773407700352673","0.123580727497675","3.25594731046425","7.27808815660889","Ball_007_1"
"0.44644","-0.41765","0.0195824089257812","0.123433432244144","0.124947363211404","-0.0394758159012144","0.110408886269942","3.57302458031585","6.38059207551859","Ball_007_1"
"0.4842","-0.37551","0.0213166794091797","0.125068624849622","0.126842122218614","0.156905450920041","-0.102310721783534","3.8173438880617","5.95036965110013","Ball_007_1"
"0.39992","-0.3342","0.0199996867724609","0.127678452954474","0.129204546989417","0.138558541067499","-0.346064005481654","3.09524710483104","6.46032852711116","Ball_007_1"
"0.60165","-0.40805","0.0195761530029297","0.147777218883484","0.14903244294257","0.0582805136325131","-0.0557501515631591","4.03704044650095","7.61295862983224","Ball_007_1"
"0.47982","-0.47064","0.0185152088378906","0.154353259865088","0.155422355287968","-0.063434271017499","-0.0573427398193207","3.08720067400204","8.39430743929298","Ball_007_1"
"0.45749","-0.37968","0.0173630387011719","0.135868865288016","0.136940899024082","-0.0269302722734811","0.0324835804149863","3.34078425992768","7.88692010545594","Ball_007_1"
"0.44852","-0.37697","0.0170266120166016","0.143918893277643","0.144887679812489","-0.0448215530984179","0.0171174449921097","3.09563932958597","8.50948384042687","Ball_007_1"
"0.48128","-0.44998","0.0161088708154297","0.134354840082137","0.135284532370438","-0.0520397625563416","0.266677489096073","3.55753899996602","8.39813875972348","Ball_007_1"
"0.4406","-0.4068","0.0164744323828125","0.125870982138767","0.126914045640762","0.0102054330373195","0.342908456751598","3.47164096594276","7.70369762621804","Ball_007_1"
"0.44185","-0.40701","0.0180873937353516","0.146313883278835","0.147392174989547","-0.0171132142931217","-0.379731499094225","2.99778465194192","8.14888961594675","Ball_007_1"
"0.41494","-0.3342","0.01910382","0.127466179687039","0.128859029528386","0.0158256034081028","-0.194567272333636","3.22010806319626","6.74519700920474","Ball_007_1"
"0.4965","-0.42453","0.0167220350439453","0.139543018177476","0.140507552969956","0.0689023411253812","0.410710498207247","3.53361786968252","8.40253908096136","Ball_007_1"
"0.42328","-0.5449","0.0176950647558594","0.134280399781817","0.135408776572358","-0.159350639413244","0.142275775531597","3.12594213399316","7.65234704933872","Ball_007_1"
"0.42182","-0.4285","0.0166588599169922","0.133634581464667","0.134636544638097","-0.0973722400679238","0.0103208129389554","3.13302752335075","8.08197831718162","Ball_007_1"
"0.42933","-0.41827","0.0164487688964844","0.138786983967617","0.13972467115049","0.0489522971546859","-0.42539027656009","3.07268570729068","8.4945367054402","Ball_007_1"
"0.55617","-0.39053","0.0143949695898438","0.1348157679837","0.135549370314191","0.0665102610459428","0.215210639762824","4.10308066139184","9.41644019934763","Ball_007_1"
"0.46521","-0.55095","0.0135270935205078","0.152473143842053","0.153034931504522","-0.0690308756211352","0.295991706973231","3.03989419556969","11.3132160484078","Ball_007_1"
"0.35778","-0.38469","0.0136316251318359","0.130882035014328","0.131558215186754","-0.053659887083606","-0.482628778236194","2.71955650578044","9.65095606095467","Ball_007_1"
"0.50381","-0.38802","0.0141712699414063","0.136342093640334","0.137043477219923","0.0921899850530817","0.275689572420538","3.67627858122355","9.67051490703053","Ball_007_1"
"0.39512","-0.39115","0.0128148073535156","0.13501952002044","0.135593468038288","-0.142889613125768","-0.18900802985002","2.91400467674762","10.5809993313001","Ball_007_1"
"0.373","-0.40534","0.0141355630273438","0.124449101935065","0.125219131206554","-0.0578165379766201","0.200608020592168","2.97877805416748","8.85844666847231","Ball_007_1"
"0.44936","-0.4456","0.0141033208056641","0.154235217762998","0.154841178555513","-0.00639211660817148","-0.243330647114758","2.90207039362528","10.9790581019278","Ball_007_1"
"0.42391","-0.44435","0.015176219765625","0.146239076214862","0.146988920468444","-0.0770409032980948","-0.45354639211874","2.88395886335533","9.68547653753553","Ball_007_1"
"0.49066","-0.37384","0.0161847914208984","0.141907435544249","0.142792979046104","0.00364261976879124","-0.286059390393166","3.43616334134733","8.822664150106","Ball_007_1"
"0.42891","-0.40284","0.0177044908251953","0.130281583217231","0.131447526341343","-0.016329001035904","-0.144340229772334","3.2629750588551","7.42453017368222","Ball_007_1"
"0.39345","-0.43288","0.0186553869628906","0.135078322567747","0.136327794069829","-0.141607998011822","-0.0208380540548574","2.88605858170396","7.30769049931867","Ball_007_1"
"0.43601","-0.40868","0.0176842021875","0.133808486830908","0.134939614718012","0.125508733719275","0.0897552272890798","3.23114899142958","7.63051752560222","Ball_007_1"
"0.50381","-0.41786","0.0166458328027344","0.144896548522105","0.145814409622984","0.0457849962181745","-0.309916252096135","3.45514549146855","8.7598146245366","Ball_007_1"
"0.46709","-0.55179","0.0157679888183594","0.138783616678851","0.139642819354559","-0.0549839217160883","0.456156931275864","3.34489093072548","8.8560957876864","Ball_007_1"
"0.45624","-0.45249","0.0182289084326172","0.137787360490621","0.138954595533615","-0.00557831072204141","0.0766577160415038","3.28337467536027","7.62276008172721","Ball_007_1"
"0.54073","-0.48086","0.0181850926806641","0.147279459245906","0.148362209764554","0.02962650136629","0.250748265092326","3.64466127094037","8.1584522207195","Ball_007_1"
"0.47815","-0.41577","0.0173446916943359","0.138799339050587","0.139845228689848","0.0478130317784903","0.429599992870418","3.41913703084181","8.06271054881392","Ball_007_1"
"0.43726","-0.41848","0.0181411036230469","0.141566723353739","0.142690052527398","-0.0785680623989397","-0.0187025763895496","3.06440422618837","7.86556625728776","Ball_007_1"
"0.44039","-0.47669","0.0183658597460938","0.142560091699149","0.143703726549511","-0.105649251831225","0.109404246139101","3.0645691004281","7.82450310174428","Ball_007_1"
"0.48962","-0.49108","0.0179630275048828","0.152361476167988","0.153379773134562","-0.0652405537094194","0.155256719482891","3.19220709480677","8.53863710295322","Ball_007_1"
"0.38531","-0.33963","0.0186659512548828","0.131569419199932","0.132855099286351","-0.00636891908726252","-0.48581224367038","2.90022740617218","7.11751024484205","Ball_007_1"
"0.37426","-0.35569","0.0177940290869141","0.143993294879005","0.145053687937066","-0.074083135664286","-0.626142469557064","2.58014811841515","8.15181807495978","Ball_007_1"
"0.3972","-0.39846","0.0194117799414062","0.133053982831652","0.134430410726007","-0.0656667403287214","-0.262471176691609","2.95468858463553","6.92519754148155","Ball_007_1"
"0.50381","-0.50214","0.0183240143115234","0.143252307039119","0.144384808217037","-0.0769763920179794","0.329184098682623","3.48935602174075","7.87954024496899","Ball_007_1"
"0.4383","-0.39136","0.0190606502539062","0.131271198034516","0.132616068772964","0.037484172234491","0.107071184412816","3.30502935319521","6.95758366091345","Ball_007_1"
"0.45666","-0.36383","0.0170570195263672","0.135538574313484","0.13657480357369","0.0538480924765326","-0.216405203539541","3.34366214009311","8.0069559258327","Ball_007_1"
"0.43309","-0.34943","0.0187215906542969","0.138782601579191","0.140006085091843","0.074831437656567","-0.292060214220888","3.09336554704674","7.47832209757824","Ball_007_1"
"0.5787","-0.43121","0.0191878000927734","0.161414377259854","0.162511694611038","0.0332087863488377","-0.27443340256465","3.56097449715901","8.46953240211439","Ball_007_1"
"0.45645","-0.38156","0.0187957009716797","0.129977904837822","0.131298457617496","0.0702054960456007","0.188651895213013","3.47643078435658","6.98555791110578","Ball_007_1"
"0.45374","-0.47877","0.0185505922314453","0.14495725071026","0.146104308440262","-0.0246828371570403","0.176584125655275","3.1055894575862","7.87599159193413","Ball_007_1"
"0.45749","-0.4408","0.0183253658105469","0.142232838420751","0.143374060902162","-0.0433310800369749","-0.0270003975061908","3.19088402128882","7.82380348552964","Ball_007_1"
"0.46146","-0.494","0.0209824848193359","0.162476031359121","0.163785944335839","-0.0979504281161346","-0.28733864053953","2.81745788303902","7.8058411930748","Ball_007_1"
"0.42954","-0.35339","0.0183544333935547","0.132924889120002","0.134153956030337","-0.0147106150477611","-0.237058058710109","3.20184370785806","7.30907640425697","Ball_007_1"
"0.49776","-0.46187","0.0169329899804688","0.143658565963225","0.144618230806243","-0.0243231035528192","-0.228294868837965","3.44188970660891","8.5406198771187","Ball_007_1"
"0.45603","-0.36946","0.0173384482910156","0.138958600513396","0.140002449916316","0.0937226047388642","-0.223658764755962","3.25730014205168","8.0746816304699","Ball_007_1"
"0.51424","-0.47272","0.0177361418798828","0.146721479574251","0.147754025233644","-0.069043553602449","-0.263963161375071","3.48037895540801","8.33067451953765","Ball_007_1"
"0.44143","-0.4577","0.0171949571191406","0.132243021510484","0.133324206805149","0.0440264145106811","0.320802898319235","3.31095163120033","7.75368067982787","Ball_007_1"
"0.6755","-0.52529","0.0175970693261719","0.157732575447182","0.158672852059825","0.068021656596633","0.310712607042538","4.25718698082842","9.01700442947241","Ball_007_1"
"0.50652","-0.33441","0.0175864002490234","0.126946133499758","0.128127801336274","0.0531200738758798","-0.0386663338574813","3.95324039527244","7.28561840524405","Ball_007_1"
"0.48545","-0.53406","0.0191150411767578","0.143732860494607","0.14496355582283","0.0150127700110136","0.140948983831617","3.34877271217948","7.58374279617523","Ball_007_1"
"0.4746","-0.39595","0.0186466887304687","0.133590713186442","0.134853489199835","0.057567596357734","0.225242057044592","3.51937501073262","7.2320341240793","Ball_007_1"
"0.54824","-0.45228","0.0182341438525391","0.14150181846075","0.142637554273737","0.0631646740528672","0.265486235387133","3.84358805639549","7.82255286715176","Ball_007_1"
"0.39679","-0.37551","0.0174020551074219","0.126882357218043","0.128039459506013","-0.0295425350489393","-0.112699863378169","3.09896653368304","7.35772060918284","Ball_007_1"
"0.40993","-0.39825","0.017978005078125","0.146289761276736","0.147354855241529","-0.072513568066143","-0.366858663501049","2.7819239435856","8.19639635216398","Ball_007_1"
"0.53864","-0.37592","0.0204392809082031","0.139850250396015","0.141302182891849","0.0978454487692767","0.0343134840260557","3.81197224965921","6.91326585932575","Ball_007_1"
"0.42537","-0.38281","0.021312717265625","0.133488796056037","0.135147289206392","-0.0175854438134361","0.13178586264655","3.14745491750405","6.34115713740402","Ball_007_1"
"0.52362","-0.51841","0.0210738072119141","0.141774359824373","0.143297801853262","-0.00625916976782052","0.433352491954123","3.65406861255408","6.79980605366121","Ball_007_1"
"0.54574","-0.5351","0.0217270535253906","0.157680198821652","0.159131925761585","-0.00237164314831102","0.0432400189449353","3.42948152853777","7.32413742045697","Ball_007_1"
"0.48649","-0.43183","0.0225011546777344","0.140358908882634","0.142117225625829","0.0360145267626828","0.101542060340371","3.42315998541125","6.31599700820947","Ball_007_1"
"0.46354","-0.46104","0.0222117836865234","0.155743368177551","0.157281646473519","-0.0174918082276276","-0.0598690980605334","2.9471970213514","7.08100027864701","Ball_007_1"
"0.47502","-0.48274","0.0230100026806641","0.144149876388665","0.145940059609745","0.0441028763387501","0.347236210320898","3.25489794419873","6.34246165179211","Ball_007_1"
"0.59706","-0.47064","0.0235755043066406","0.147447803706114","0.149285108330679","-0.0210204787760383","0.371463404765206","3.99946121000536","6.33221272338295","Ball_007_1"
"0.46292","-0.44247","0.0203820586181641","0.135847306468665","0.137335021049006","0.0808913924781918","0.0337096734794304","3.37073527541685","6.73803483847386","Ball_007_1"
"0.51006","-0.4383","0.0199912500878906","0.132101319406756","0.133573529529114","0.127269326264701","0.216141448881777","3.81857095337759","6.68159964693875","Ball_007_1"
"0.31271","-0.32607","0.0211530528564453","0.115848217989769","0.117735755515729","-0.0901395337601594","-0.30412173203767","2.65603255893001","5.56589898936764","Ball_007_1"
"0.42599","-0.4285","0.0201156909716797","0.151333916370101","0.152628348193693","-0.0269067529318103","-0.160251751480337","2.79102804322693","7.58752699117191","Ball_007_1"
"0.46021","-0.31897","0.0192328214404297","0.126002090599995","0.127431063896367","0.119930331022616","-0.0650984287872998","3.61144281408704","6.62570826080107","Ball_007_1"
"0.40117","-0.36967","0.018677283828125","0.129737496429248","0.13104365780076","-0.044946563900154","-0.0893671084450345","3.06134617067805","7.01620530087084","Ball_007_1"
"0.34672","-0.3849","0.0186349924609375","0.119835702392385","0.121247047396384","-0.0974505000079716","-0.271390956407211","2.85961602732061","6.50641784001472","Ball_007_1"
"0.41514","-0.37905","0.0188789698876953","0.148006586369699","0.149169932789333","0.0221114951306472","-0.394226286971363","2.78300051650681","7.90138093745026","Ball_007_1"
"0.50235","-0.40763","0.0168797213330078","0.139117094190933","0.140103679127499","0.110661578720071","0.132346867072104","3.58555894554949","8.30011801519083","Ball_007_1"
"0.51904","-0.5739","0.0180659590478516","0.149197528655282","0.150251164188891","-0.0670407264706984","0.236782618498307","3.45448238489174","8.31681084801081","Ball_007_1"
"0.46167","-0.4164","0.0166388904882812","0.138734601017054","0.139695182828387","-0.02578327780016","-0.0439331588074832","3.3048383677421","8.39570300235909","Ball_007_1"
"0.63377","-0.52738","0.0156857573242188","0.157892305938122","0.158631177311904","-0.0184215932668523","0.404527114296161","3.99524236495999","10.1130709874606","Ball_007_1"
"0.48691","-0.44206","0.0173310496289063","0.147359881894536","0.14833980274258","0.0641062230955316","-0.221161334606682","3.28239616743293","8.55919323519595","Ball_007_1"
"0.48482","-0.46563","0.0178461933837891","0.138459391308839","0.139571232059393","-0.0190013464616799","0.0661302827523489","3.47363846292974","7.82078446971078","Ball_007_1"
"0.39032","-0.42119","0.0188745807470703","0.12721803202484","0.128579838692061","-0.0468926735578443","0.0996960966418743","3.03562365585779","6.81232820029759","Ball_007_1"
"0.50902","-0.48065","0.0201187494482422","0.147112553529571","0.14844628675736","-0.0488433530760769","0.173009280565763","3.42898438970057","7.37850466994755","Ball_007_1"
"0.50673","-0.42745","0.0198954534716797","0.141048530142319","0.142410683310973","0.0457598047894586","-0.0137064397779505","3.55823024100999","7.15795111248346","Ball_007_1"
"0.46918","-0.40555","0.0206081267138672","0.138517660563738","0.140008815625607","0.065990287970125","-0.186541361278612","3.35107470128608","6.79386426381955","Ball_007_1"
"0.42537","-0.37446","0.0202730642480469","0.136283168805976","0.137749883253286","-0.0635110623525377","-0.140596968021272","3.08798809809411","6.79472434792667","Ball_007_1"
"0.55179","-0.45019","0.0187313682080078","0.162584697066782","0.163620722264278","0.0421437632740212","-0.168396774597092","3.37237235213249","8.73511856941281","Ball_007_1"
"0.38719","-0.35715","0.0189032067675781","0.125157567212394","0.126546826177861","-0.0272241463096158","-0.262162244283974","3.05965792817123","6.69446341744028","Ball_007_1"
"0.43601","-0.38156","0.0192735619921875","0.134024478945931","0.135370825390399","0.000569258630691718","0.0434717401653573","3.22085647880613","7.02365372032794","Ball_007_1"
"0.44519","-0.43955","0.0197806199365234","0.130157808514008","0.131620879964667","0.119066437844329","0.0781891253237905","3.38236608142651","6.65403209742881","Ball_007_1"
