"V1","V2","V3","V4","V5","V6","V7","V8","fault"
21.331,17.209,0.20281,0.030419,0.0040786,0.0064641,0.0020051,0.00085917,"Ball_007_1"
22.074,18.774,0.16213,0.027699,0.0023394,0.0047198,0.0011996,0.00026187,"Ball_007_1"
19.848,12.614,0.15984,0.023247,0.0018948,0.0046874,0.0012903,0.00017627,"Ball_007_1"
18.096,14.183,0.17012,0.026231,0.0026089,0.0049737,0.0012611,0.00034909,"Ball_007_1"
22.888,17.621,0.17356,0.027035,0.0025148,0.004641,0.00095358,9.9572e-05,"Ball_007_1"
23.539,20.262,0.17652,0.028679,0.0021082,0.0046983,0.0010984,0.00014917,"Ball_007_1"
24.931,16.418,0.17567,0.03145,0.005451,0.0068895,0.0029054,0.0015805,"Ball_007_1"
21.217,18.407,0.19199,0.030718,0.0032308,0.0059897,0.002048,0.00081626,"Ball_007_1"
23.688,17.641,0.17955,0.028085,0.0023657,0.0050872,0.0010606,9.1072e-05,"Ball_007_1"
19.697,16.255,0.17397,0.026907,0.0018211,0.0048769,0.0011354,0.00014612,"Ball_007_1"
30.341,22.612,0.18161,0.029807,0.0018978,0.0048966,0.0011025,8.6725e-05,"Ball_007_1"
21.308,16.369,0.17868,0.027425,0.0021115,0.0050197,0.0011567,9.2114e-05,"Ball_007_1"
24.001,19.745,0.17425,0.032504,0.0051471,0.0066062,0.0028499,0.0014162,"Ball_007_1"
16.63,14.338,0.17416,0.026842,0.0025707,0.0051768,0.0013602,0.00040832,"Ball_007_1"
26.554,19.359,0.18214,0.031866,0.0047695,0.0064657,0.0027702,0.0012876,"Ball_007_1"
22.632,17.743,0.18886,0.033048,0.006765,0.0083041,0.003622,0.0024036,"Ball_007_1"
22.364,18.324,0.16739,0.026564,0.0021776,0.0047174,0.0010504,0.00011424,"Ball_007_1"
20.129,17.634,0.18496,0.03133,0.004128,0.0060526,0.0022038,0.00099235,"Ball_007_1"
23.515,16.221,0.17298,0.02737,0.0025799,0.0054037,0.001538,0.00037803,"Ball_007_1"
18.866,15.57,0.18312,0.02755,0.0025506,0.0050308,0.0011449,9.6802e-05,"Ball_007_1"
20.204,16.858,0.16955,0.026737,0.0022898,0.0049453,0.0012251,0.00018135,"Ball_007_1"
19.337,16.058,0.17304,0.026094,0.0021419,0.00496,0.0010661,0.00017102,"Ball_007_1"
27.002,18.22,0.17554,0.027264,0.0020874,0.0048032,0.0010058,0.00010444,"Ball_007_1"
24.631,18.767,0.18061,0.032461,0.0049628,0.0065453,0.0026296,0.001244,"Ball_007_1"
22.073,18.718,0.20156,0.035592,0.0082366,0.0090683,0.0049457,0.0034689,"Ball_007_1"
21.793,20.624,0.20635,0.033273,0.0047249,0.0071869,0.0028904,0.0016196,"Ball_007_1"
21.968,16.098,0.17655,0.028857,0.0035472,0.0057901,0.0018063,0.00072312,"Ball_007_1"
23.64,15.936,0.16541,0.025626,0.0022786,0.0047439,0.0011233,8.2801e-05,"Ball_007_1"
16.155,13.052,0.17269,0.02503,0.0027042,0.0055726,0.0017267,0.00067628,"Ball_007_1"
18.064,13.928,0.22815,0.03885,0.012269,0.012557,0.0072983,0.0057166,"Ball_007_1"
22.664,16.994,0.18198,0.030353,0.0037721,0.0062041,0.0019172,0.00095273,"Ball_007_1"
22.672,19.165,0.18786,0.029237,0.0031876,0.0056491,0.0017028,0.00071695,"Ball_007_1"
21.633,17.106,0.20679,0.041099,0.012237,0.01185,0.0068837,0.0053837,"Ball_007_1"
15.308,13.316,0.1683,0.03259,0.0072843,0.0079959,0.0040005,0.0027675,"Ball_007_1"
21.522,15.39,0.17356,0.028348,0.0031186,0.0053577,0.0016234,0.00030972,"Ball_007_1"
22.691,17.442,0.17206,0.028165,0.0027324,0.0050064,0.0011083,0.0001805,"Ball_007_1"
22.894,18.661,0.17471,0.027527,0.0018913,0.0048235,0.0010219,8.8292e-05,"Ball_007_1"
19.601,16.91,0.17547,0.029004,0.0029783,0.0053443,0.0014588,0.00037149,"Ball_007_1"
25.464,19.505,0.19194,0.030163,0.0027253,0.0058624,0.001587,0.00051345,"Ball_007_1"
21.309,15.592,0.17828,0.033205,0.0075237,0.0080794,0.0040604,0.0029467,"Ball_007_1"
15.76,14.415,0.17526,0.028204,0.0028682,0.0053446,0.0016372,0.00045316,"Ball_007_1"
18.406,16.956,0.21356,0.035295,0.0074852,0.0090865,0.0043356,0.0033453,"Ball_007_1"
23.323,15.687,0.1936,0.028875,0.0033459,0.0061677,0.0018289,0.00075196,"Ball_007_1"
27.139,21.778,0.17254,0.028615,0.0025097,0.0050088,0.0013658,0.00036909,"Ball_007_1"
20.515,17.419,0.17731,0.028304,0.0027016,0.0051644,0.0013983,0.00026093,"Ball_007_1"
21.364,16.609,0.17529,0.027982,0.0024034,0.0053027,0.001325,0.00025283,"Ball_007_1"
21.138,15.785,0.1827,0.028503,0.0027076,0.005364,0.0012509,0.00016721,"Ball_007_1"
16.385,12.294,0.16802,0.024439,0.0020814,0.0049297,0.0011638,0.00026451,"Ball_007_1"
21.768,19.225,0.18965,0.032387,0.0042492,0.006057,0.0022249,0.00099887,"Ball_007_1"
21.694,15.58,0.17213,0.026738,0.0026445,0.0053379,0.0018554,0.00049327,"Ball_007_1"
25.339,16.134,0.18735,0.028473,0.0023911,0.0053179,0.00095944,7.9846e-05,"Ball_007_1"
17.653,14.119,0.16786,0.02523,0.0018865,0.0048208,0.0011004,0.0001528,"Ball_007_1"
16.319,16.376,0.20338,0.032422,0.0058882,0.0079454,0.0033621,0.0021756,"Ball_007_1"
20.023,13.945,0.1859,0.026453,0.0021951,0.0051267,0.0012131,8.1047e-05,"Ball_007_1"
25.951,19.29,0.20194,0.032291,0.0036715,0.0060645,0.001725,0.00047758,"Ball_007_1"
28.127,21.094,0.19589,0.035609,0.0060246,0.008013,0.0033587,0.0022533,"Ball_007_1"
20.542,17.649,0.17885,0.027049,0.00201,0.0048638,0.0011212,0.00010384,"Ball_007_1"
23.693,19.064,0.19484,0.03114,0.0025869,0.0054243,0.0011381,8.3527e-05,"Ball_007_1"
19.896,17.368,0.17955,0.029031,0.002774,0.0052714,0.0012429,0.00020543,"Ball_007_1"
18.88,13.895,0.17804,0.026216,0.0019904,0.0051846,0.0012394,0.00016317,"Ball_007_1"
24.224,20.054,0.17441,0.029145,0.0025209,0.0053456,0.0014676,0.00026511,"Ball_007_1"
19.837,13.955,0.17602,0.027899,0.0030656,0.0057705,0.001769,0.00059245,"Ball_007_1"
23.049,17.147,0.18562,0.032622,0.0061794,0.0076737,0.0031607,0.0018116,"Ball_007_1"
20.924,16.262,0.24085,0.05857,0.023533,0.019215,0.012551,0.010528,"Ball_007_1"
19.211,17.613,0.22273,0.040686,0.012312,0.012109,0.0070514,0.00526,"Ball_007_1"
21.574,18.122,0.2247,0.036732,0.0078229,0.009875,0.0048975,0.0034214,"Ball_007_1"
21.589,15.824,0.17155,0.030112,0.0050069,0.006147,0.0024212,0.0013292,"Ball_007_1"
25.945,21.789,0.18635,0.030807,0.0033283,0.0059955,0.0020302,0.001074,"Ball_007_1"
18.791,16.445,0.17099,0.027725,0.0030405,0.0051962,0.0019084,0.00053604,"Ball_007_1"
21.583,16.603,0.21856,0.034997,0.0072485,0.0091798,0.0042468,0.0028192,"Ball_007_1"
21.113,16.244,0.21107,0.043414,0.014648,0.013026,0.0083592,0.006454,"Ball_007_1"
18.111,13.674,0.21571,0.052572,0.02111,0.016651,0.011335,0.0095063,"Ball_007_1"
26.798,22.013,0.21381,0.042243,0.011294,0.011289,0.0070938,0.0053552,"Ball_007_1"
24.531,19.482,0.19668,0.030126,0.0023636,0.0052352,0.0010766,0.00016374,"Ball_007_1"
24.097,17.451,0.17157,0.02725,0.0034971,0.0056315,0.0020198,0.0010482,"Ball_007_1"
18.978,16.203,0.16641,0.02814,0.0032486,0.0054947,0.001845,0.00053508,"Ball_007_1"
20.206,17.659,0.16334,0.026678,0.0022492,0.0045506,0.0010717,0.00018776,"Ball_007_1"
21.516,15.497,0.21466,0.035531,0.0088495,0.0098075,0.0052558,0.003789,"Ball_007_1"
24.965,18.294,0.21143,0.040276,0.011085,0.011655,0.0066184,0.0051392,"Ball_007_1"
21.717,17.961,0.20118,0.033213,0.0073073,0.0086777,0.0045167,0.003313,"Ball_007_1"
23.135,16.161,0.19445,0.032012,0.0064132,0.0084824,0.0037232,0.0026666,"Ball_007_1"
25.283,19.559,0.19077,0.03214,0.0045417,0.0063795,0.0022982,0.0011018,"Ball_007_1"
22.15,17.681,0.1757,0.03049,0.0045615,0.0064137,0.0024496,0.0014136,"Ball_007_1"
23.424,18.046,0.17921,0.032023,0.0052319,0.0073183,0.0029541,0.0017797,"Ball_007_1"
23.721,18.338,0.17634,0.035826,0.0073455,0.007862,0.0038886,0.0025419,"Ball_007_1"
28.448,19.521,0.17195,0.028875,0.0028769,0.0051894,0.0015013,0.00024943,"Ball_007_1"
18.89,17.056,0.16802,0.025998,0.0019158,0.0046152,0.0010117,9.8842e-05,"Ball_007_1"
22.967,19.905,0.1801,0.029305,0.0025001,0.0054454,0.0015168,0.0004465,"Ball_007_1"
20.105,16.691,0.17807,0.027525,0.0024137,0.0051114,0.0012666,0.00036934,"Ball_007_1"
24.403,18.083,0.17226,0.027281,0.0026676,0.0050292,0.0013089,0.00026838,"Ball_007_1"
20.072,15.734,0.178,0.026717,0.0017458,0.0049608,0.0010539,8.0753e-05,"Ball_007_1"
22.08,15.899,0.1848,0.026897,0.0025543,0.0052067,0.0014914,0.00029658,"Ball_007_1"
22.36,17.556,0.19079,0.02904,0.0024113,0.0053312,0.0011291,0.00027608,"Ball_007_1"
30.972,22.895,0.18189,0.029727,0.0030595,0.0051249,0.0013495,0.00039161,"Ball_007_1"
20.821,14.264,0.17856,0.029508,0.0040895,0.006313,0.0019644,0.00091912,"Ball_007_1"
24.032,19.428,0.19387,0.036839,0.0087257,0.0095587,0.0048815,0.0035875,"Ball_007_1"
21.503,20.325,0.21588,0.035466,0.006044,0.0077585,0.0035679,0.0023226,"Ball_007_1"
30.512,24.21,0.1779,0.030415,0.0022378,0.0045313,0.0011456,0.00017286,"Ball_007_1"
20.608,15.997,0.19944,0.031789,0.0064461,0.0084821,0.004253,0.0027616,"Ball_007_1"
22.958,19.604,0.21162,0.035418,0.0079845,0.0088006,0.0045352,0.003132,"Ball_007_1"
22.274,17.617,0.19993,0.033532,0.006159,0.0074269,0.0028675,0.0015378,"Ball_007_1"
25.561,18.94,0.17314,0.027848,0.0023225,0.0049169,0.0011633,0.00021347,"Ball_007_1"
20.149,16.018,0.1824,0.032911,0.0069948,0.0083441,0.0035965,0.0023551,"Ball_007_1"
29.417,21.924,0.17547,0.032111,0.0040434,0.0062506,0.002598,0.0010559,"Ball_007_1"
19.276,14.112,0.19064,0.028765,0.0038949,0.0063235,0.0019712,0.0010438,"Ball_007_1"
25.614,17.199,0.18347,0.027963,0.0037264,0.0060319,0.0021367,0.0010341,"Ball_007_1"
20.679,16.31,0.20044,0.032831,0.0067983,0.0081465,0.0038137,0.0026588,"Ball_007_1"
23.421,18.037,0.17375,0.027315,0.0021621,0.0047998,0.0010167,0.00017528,"Ball_007_1"
18.439,14.857,0.20878,0.038448,0.010551,0.010863,0.0057967,0.0044713,"Ball_007_1"
26.148,18.124,0.16342,0.026184,0.0020331,0.0046429,0.0012422,0.00010017,"Ball_007_1"
22.741,17.93,0.18084,0.029204,0.0027131,0.0053279,0.0016886,0.00034912,"Ball_007_1"
19.943,17.244,0.1774,0.030796,0.003403,0.0056438,0.0016555,0.00055364,"Ball_007_1"
22.305,19.521,0.18464,0.030999,0.0037758,0.0059499,0.0019088,0.00073732,"Ball_007_1"
29.582,22.071,0.17121,0.028834,0.0020158,0.0046051,0.0011065,9.4807e-05,"Ball_007_1"
22.62,18.496,0.19627,0.034557,0.0057307,0.0071205,0.0027494,0.0016624,"Ball_007_1"
28.974,21.417,0.21471,0.034713,0.0062264,0.0086369,0.0040658,0.0025568,"Ball_007_1"
26.821,16.594,0.16869,0.026582,0.0023605,0.0049088,0.00115,0.00011118,"Ball_007_1"
26.365,19.082,0.16164,0.025904,0.0017971,0.0045695,0.0011556,0.00013063,"Ball_007_1"
20.742,17.677,0.17145,0.027446,0.0025015,0.0049219,0.0014903,0.00037954,"Ball_007_1"
21.093,15.224,0.18608,0.026818,0.0024468,0.0055445,0.0014727,0.00050445,"Ball_007_1"
15.953,12.213,0.18551,0.026189,0.0030781,0.0057482,0.0016287,0.00063985,"Ball_007_1"
25.602,21.879,0.17878,0.033874,0.0048449,0.0064545,0.0024935,0.0014186,"Ball_007_1"
19.225,13.828,0.16964,0.025154,0.0021205,0.005038,0.0013958,0.00012814,"Ball_007_1"
19.25,15.659,0.20315,0.034893,0.0073874,0.0083565,0.0036892,0.0023607,"Ball_007_1"
15.833,14.064,0.17359,0.027026,0.0025968,0.0053333,0.0013327,0.00039871,"Ball_007_1"
25.006,20.293,0.20655,0.039502,0.0085277,0.0095201,0.0047114,0.0035318,"Ball_007_1"
23.347,16.598,0.19225,0.037614,0.0082046,0.0089651,0.0050136,0.0035571,"Ball_007_1"
22.962,22.986,0.22341,0.039494,0.0078755,0.0087515,0.0038353,0.0029916,"Ball_007_1"
22.368,17.391,0.17196,0.026888,0.0022233,0.0050368,0.0011506,0.00024125,"Ball_007_1"
29.207,22.075,0.20322,0.033926,0.004351,0.0071336,0.0028663,0.0015963,"Ball_007_1"
24.362,20.475,0.18757,0.029817,0.0028476,0.005683,0.0016441,0.00065433,"Ball_007_1"
22.582,17.033,0.21472,0.037541,0.0092439,0.010131,0.0052827,0.0038286,"Ball_007_1"
19.894,13.684,0.20374,0.04094,0.012657,0.011505,0.0064649,0.0054201,"Ball_007_1"
25.147,19.763,0.18388,0.029122,0.0020566,0.0048307,0.00085668,0.00012041,"Ball_007_1"
23.865,17.363,0.21062,0.049079,0.016989,0.014355,0.0089597,0.0073702,"Ball_007_1"
20.593,19.279,0.21088,0.038803,0.008365,0.0089036,0.0042603,0.0028052,"Ball_007_1"
21.162,17.487,0.17414,0.028491,0.002604,0.0051099,0.0011824,0.00040181,"Ball_007_1"
28.995,25.568,0.20399,0.039595,0.0070976,0.0082624,0.0037508,0.0026938,"Ball_007_1"
18.256,14.318,0.18296,0.026981,0.003535,0.00604,0.0021348,0.0011787,"Ball_007_1"
20.366,16.957,0.16969,0.027892,0.0028962,0.0048643,0.0011558,0.00017988,"Ball_007_1"
19.499,15.772,0.17356,0.026929,0.0024644,0.0048113,0.0010361,0.00022268,"Ball_007_1"
28.451,20.936,0.18587,0.03579,0.0076404,0.0085817,0.0042936,0.002811,"Ball_007_1"
20.747,17.216,0.18871,0.029319,0.0039327,0.006527,0.0023046,0.0012084,"Ball_007_1"
27.548,22.508,0.17205,0.029211,0.0023706,0.0047689,0.0013958,0.00010154,"Ball_007_1"
23.406,20.491,0.18929,0.036839,0.0079772,0.0087012,0.0041244,0.0030715,"Ball_007_1"
27.224,19.766,0.18761,0.029383,0.0033291,0.0059068,0.0019761,0.00079078,"Ball_007_1"
26.611,21.788,0.18601,0.034792,0.0053603,0.0070966,0.0028657,0.0017505,"Ball_007_1"
19.979,18.114,0.16446,0.026239,0.0022513,0.0043956,0.0014022,0.00010434,"Ball_007_1"
18.658,17.742,0.17847,0.028243,0.0022843,0.0049938,0.0014395,0.00031275,"Ball_007_1"
22.971,19.055,0.19386,0.029945,0.0035203,0.0062189,0.002579,0.0013093,"Ball_007_1"
20.91,14.419,0.16959,0.02577,0.0026016,0.0050008,0.0014291,0.00024469,"Ball_007_1"
21.448,19.895,0.18079,0.02847,0.001785,0.0048053,0.0011419,7.8427e-05,"Ball_007_1"
23.733,20.384,0.17608,0.028783,0.0022775,0.0049179,0.0013559,0.00035892,"Ball_007_1"
27.934,20.381,0.16296,0.031795,0.0052531,0.0063475,0.0028821,0.0016492,"Ball_007_1"
18.356,14.33,0.16381,0.026425,0.0026941,0.0048541,0.0012941,0.00014671,"Ball_007_1"
19.963,17.597,0.1767,0.027818,0.002273,0.0048941,0.0011545,0.00020279,"Ball_007_1"
26.747,20.536,0.2039,0.037772,0.008549,0.0096081,0.0048044,0.0033012,"Ball_007_1"
27.585,22.608,0.19149,0.042549,0.01019,0.010245,0.0052648,0.0038536,"Ball_007_1"
28.889,20.807,0.19205,0.038737,0.010392,0.010321,0.0052048,0.0038432,"Ball_007_1"
24.759,22.63,0.19586,0.032417,0.0037073,0.0063322,0.0021612,0.0010963,"Ball_007_1"
19.676,15.599,0.1762,0.026257,0.0021851,0.0051071,0.0014158,0.00027783,"Ball_007_1"
22.897,17.666,0.17385,0.027454,0.0036129,0.0058624,0.0022744,0.0011104,"Ball_007_1"
20.759,14.899,0.18841,0.031923,0.0080571,0.0089352,0.0049675,0.0034624,"Ball_007_1"
18.697,18.639,0.18505,0.03112,0.0034252,0.005895,0.0019403,0.00082694,"Ball_007_1"
21.996,19.693,0.17885,0.03088,0.0032917,0.0054222,0.0016819,0.00069225,"Ball_007_1"
26.437,19.343,0.17672,0.031695,0.0041414,0.0063947,0.0021636,0.00099064,"Ball_007_1"
21.842,17.301,0.17765,0.031049,0.0050847,0.0065442,0.002371,0.0013101,"Ball_007_1"
17.037,14.378,0.17598,0.026338,0.0021532,0.0050598,0.0011561,9.5568e-05,"Ball_007_1"
23.511,20.478,0.18785,0.030076,0.0025788,0.0052903,0.0016527,0.00040335,"Ball_007_1"
26.855,20.243,0.17983,0.029676,0.0023413,0.0051468,0.0012321,0.00033118,"Ball_007_1"
26.97,18.208,0.20044,0.032793,0.0070632,0.0086922,0.0044128,0.0029493,"Ball_007_1"
24.682,21.333,0.1871,0.031205,0.0023514,0.0053197,0.0012498,0.00025634,"Ball_007_1"
24.495,20.051,0.18788,0.03015,0.0038329,0.0059298,0.0022412,0.0012378,"Ball_007_1"
29.609,21.573,0.20998,0.039549,0.0090113,0.0096021,0.0047153,0.003668,"Ball_007_1"
21.644,14.548,0.18524,0.03519,0.0088131,0.009471,0.0048563,0.0034227,"Ball_007_1"
20.537,19.215,0.20478,0.032188,0.0033679,0.0059242,0.0017625,0.00084965,"Ball_007_1"
26.562,22.733,0.21694,0.03588,0.007101,0.0084405,0.0041464,0.0027388,"Ball_007_1"
29.092,19.828,0.21189,0.040503,0.010545,0.010637,0.0056184,0.0039893,"Ball_007_1"
20.573,17.025,0.17532,0.028974,0.0031461,0.0056404,0.0018723,0.00065839,"Ball_007_1"
17.27,15.163,0.18772,0.02878,0.0028349,0.0054041,0.0012213,0.00031792,"Ball_007_1"
29,23.725,0.183,0.032583,0.0033492,0.0053841,0.0015246,0.00069513,"Ball_007_1"
31.419,22.992,0.1957,0.035311,0.0047869,0.0067979,0.0024694,0.001233,"Ball_007_1"
19.496,13.961,0.17215,0.025896,0.002249,0.0050248,0.0014065,0.00025349,"Ball_007_1"
21.826,21.168,0.1944,0.032601,0.0031606,0.0059356,0.001798,0.000746,"Ball_007_1"
21.233,16.353,0.18722,0.028162,0.0036588,0.0057529,0.0020587,0.00097572,"Ball_007_1"
36.792,24.297,0.16931,0.029184,0.0021706,0.0046759,0.0011133,9.1745e-05,"Ball_007_1"
21.154,17.543,0.19824,0.032337,0.0063172,0.008285,0.0038344,0.0025305,"Ball_007_1"
22.792,19.037,0.20805,0.036004,0.0076965,0.0095789,0.0045633,0.003264,"Ball_007_1"
29.008,20.109,0.18005,0.035995,0.0076917,0.0087226,0.0044724,0.0029808,"Ball_007_1"
29.972,23.498,0.17429,0.031644,0.0028138,0.0050573,0.0012338,0.0003215,"Ball_007_1"
22.234,19.213,0.17881,0.02804,0.002008,0.0048691,0.0011463,0.0001581,"Ball_007_1"
19.991,20.547,0.19173,0.029735,0.0027383,0.0053896,0.0017596,0.00062449,"Ball_007_1"
24.667,21.993,0.20054,0.033141,0.0045389,0.0065806,0.0026417,0.001351,"Ball_007_1"
31.806,22.423,0.17755,0.028911,0.0020689,0.0047247,0.001012,9.8462e-05,"Ball_007_1"
20.697,15.393,0.18667,0.03064,0.0047356,0.0069077,0.0022526,0.0014502,"Ball_007_1"
25.184,22.747,0.1785,0.031439,0.0028028,0.0050792,0.0017638,0.00054997,"Ball_007_1"
20.976,17.095,0.19913,0.03093,0.004691,0.0068531,0.002633,0.0015858,"Ball_007_1"
31.285,15.593,0.38527,0.088831,0.044165,0.038002,0.02878,0.021711,"Ball_014_1"
20.002,9.3533,0.18233,0.036359,0.014371,0.012736,0.0090483,0.0065753,"Ball_014_1"
14.541,3.1861,0.13753,0.019442,0.0028876,0.0051014,0.0019823,0.00013384,"Ball_014_1"
41.986,18.134,0.19057,0.030361,0.0036881,0.00761,0.0049074,0.00038945,"Ball_014_1"
17.564,6.9869,0.16563,0.025358,0.0035257,0.0059152,0.0029764,0.00052328,"Ball_014_1"
137.87,62.632,0.28128,0.049443,0.0034999,0.0075095,0.0038677,0.00030627,"Ball_014_1"
28.806,10.268,0.17318,0.027049,0.0061847,0.0077694,0.0040581,0.0020149,"Ball_014_1"
22.203,7.9556,0.13651,0.021481,0.0031989,0.0053541,0.0028545,0.00044749,"Ball_014_1"
13.389,4.1889,0.14189,0.022285,0.0044717,0.0064213,0.0034699,0.0010282,"Ball_014_1"
96.337,62.738,0.3207,0.069684,0.013318,0.015016,0.0093441,0.0054039,"Ball_014_1"
46.36,34.919,0.17856,0.035336,0.0025652,0.0049728,0.0023278,0.00012136,"Ball_014_1"
32.191,18.921,0.19148,0.035617,0.0076663,0.00934,0.0060137,0.0032621,"Ball_014_1"
11.809,3.9464,0.15537,0.019977,0.0023146,0.00495,0.00175,0.00011717,"Ball_014_1"
28.336,12.623,0.14721,0.023901,0.0025003,0.0053677,0.0025081,0.0001985,"Ball_014_1"
13.767,4.0202,0.13938,0.022512,0.0046779,0.0062651,0.0026073,0.00094974,"Ball_014_1"
21.047,8.1293,0.1509,0.025397,0.0050338,0.0071172,0.0042222,0.0012129,"Ball_014_1"
11.15,3.4016,0.14324,0.019391,0.0023115,0.0053041,0.0030678,0.00016723,"Ball_014_1"
19.656,5.0966,0.16216,0.020769,0.002778,0.0065737,0.0054063,0.00022666,"Ball_014_1"
10.849,2.9182,0.14895,0.019383,0.0035998,0.005764,0.0030348,0.00089744,"Ball_014_1"
66.545,45.621,0.33387,0.060946,0.017335,0.017039,0.011892,0.0076572,"Ball_014_1"
198.05,82.146,0.2943,0.066281,0.01302,0.013957,0.0085033,0.0052779,"Ball_014_1"
66.179,32.794,0.28629,0.041998,0.0032914,0.0071325,0.0034899,0.00016486,"Ball_014_1"
18.208,8.4276,0.18416,0.023641,0.0037696,0.0060725,0.0027742,0.00061676,"Ball_014_1"
42.849,16.646,0.181,0.025538,0.0027367,0.0057657,0.0026878,0.00038852,"Ball_014_1"
17.963,7.061,0.16837,0.022638,0.0030343,0.0060388,0.0026274,0.00059758,"Ball_014_1"
29.663,12.069,0.21388,0.033539,0.0052581,0.0080192,0.0045131,0.0014652,"Ball_014_1"
16.486,7.4743,0.18959,0.030449,0.01018,0.010946,0.0076974,0.0048997,"Ball_014_1"
21.378,10.271,0.21938,0.029004,0.0072405,0.0087195,0.0053242,0.002863,"Ball_014_1"
21.983,10.741,0.16857,0.023901,0.0024089,0.0052605,0.0021105,0.00022789,"Ball_014_1"
31.042,14.316,0.19231,0.029221,0.0039534,0.0069657,0.0044975,0.00067102,"Ball_014_1"
13.41,3.9411,0.13965,0.019169,0.0028032,0.005514,0.0029647,0.00030449,"Ball_014_1"
16.349,5.5164,0.13999,0.019699,0.0025318,0.0049728,0.0023793,0.0002116,"Ball_014_1"
15.591,5.4815,0.15126,0.022661,0.0045047,0.0065927,0.003222,0.0011092,"Ball_014_1"
21.374,8.4888,0.15543,0.022426,0.0037129,0.0062721,0.0035169,0.00075842,"Ball_014_1"
16.228,5.1447,0.15167,0.020123,0.0026195,0.0055674,0.0025107,0.00015181,"Ball_014_1"
15.422,4.0165,0.13188,0.018602,0.0022351,0.0047392,0.0021662,0.00016835,"Ball_014_1"
12.686,4.2235,0.14247,0.018814,0.0022159,0.0048447,0.0015134,0.00010916,"Ball_014_1"
20.272,7.089,0.16566,0.023799,0.0044057,0.0067659,0.0038038,0.0012363,"Ball_014_1"
12.516,4.1211,0.18213,0.026192,0.0077296,0.0095704,0.0056779,0.0027609,"Ball_014_1"
