"V1","V2","V3","V4","V5","V6","V7","V8","fault"
5.3204,3.4777,28.857,1.5179,0.068535,0.21063,47.035,1.4088,"Ball_007_1"
4.5534,4.1557,20.341,1.3287,0.076439,0.27376,34.662,1.3584,"Ball_007_1"
5.3284,3.1563,23.456,1.921,0.064281,0.35986,37.477,1.4833,"Ball_007_1"
4.2323,3.4106,24.118,1.3792,0.10217,0.41141,46.118,1.3916,"Ball_007_1"
5.3185,3.2275,22.856,1.7146,0.058074,0.39313,42.549,1.8307,"Ball_007_1"
4.0109,2.5967,23.43,1.4494,0.06853,0.31898,43.782,1.7943,"Ball_007_1"
4.5064,3.5439,27.687,1.25,0.054318,0.32831,47.702,1.7088,"Ball_007_1"
5.2795,3.9474,26.399,1.6449,0.044655,0.34497,39.251,1.3998,"Ball_007_1"
4.5781,3.5616,28.917,1.5815,0.087768,0.26575,43.428,1.4765,"Ball_007_1"
5.4576,3.0344,22.944,1.2261,0.0467,0.36559,44.119,1.5238,"Ball_007_1"
4.3196,3.0398,21.643,1.3579,0.10297,0.37654,38.056,1.4525,"Ball_007_1"
5.0146,2.5615,27.749,1.2924,0.05193,0.3247,43.835,1.4045,"Ball_007_1"
4.6777,3.6759,24.613,1.261,0.043897,0.24216,39.574,1.4752,"Ball_007_1"
5.8535,3.7649,22.168,1.0897,0.066376,0.27383,41.405,1.2139,"Ball_007_1"
4.607,3.6888,20.354,1.5075,0.063943,0.2438,42.424,1.5185,"Ball_007_1"
4.8017,3.1926,20.419,1.3736,0.083225,0.27215,42.561,1.4677,"Ball_007_1"
5.1402,3.6549,24.896,1.2377,0.072784,0.34227,44.2,1.2554,"Ball_007_1"
5.2591,2.6278,25.827,1.5232,0.076198,0.35354,44.465,1.2294,"Ball_007_1"
4.8079,3.5921,31.846,1.5939,0.065719,0.27137,43.115,1.3146,"Ball_007_1"
4.9559,4.3182,25.74,1.5506,0.046905,0.25311,44.342,1.1493,"Ball_007_1"
4.5975,4.1774,24.245,1.6173,0.050704,0.3242,41.024,1.5624,"Ball_007_1"
5.1851,2.4602,21.981,1.5002,0.067424,0.27495,46.359,1.1855,"Ball_007_1"
4.8774,3.6926,25.608,1.2563,0.064318,0.33233,38.268,1.6931,"Ball_007_1"
5.9739,2.2935,23.317,1.4834,0.061568,0.19806,37.779,1.4286,"Ball_007_1"
4.7644,3.0317,21.649,1.2707,0.063699,0.25842,45.466,1.537,"Ball_007_1"
5.0186,3.4863,25.396,1.5327,0.042648,0.26252,40.73,1.2813,"Ball_007_1"
4.1686,4.1396,26.024,1.432,0.076623,0.35293,41.235,1.4646,"Ball_007_1"
5.4931,3.2107,22.084,1.2072,0.070479,0.35996,36.366,1.4795,"Ball_007_1"
4.8487,3.9984,29.07,1.0618,0.070426,0.33883,36.973,1.4579,"Ball_007_1"
5.9162,2.5377,23.929,1.6221,0.067582,0.25156,40.234,1.262,"Ball_007_1"
5.0195,2.6101,20.23,1.3216,0.047578,0.33013,38.891,1.4729,"Ball_007_1"
4.3071,4.1844,25.308,1.4278,0.047597,0.33086,46.809,1.4657,"Ball_007_1"
5.1753,3.7385,22.75,1.5461,0.064493,0.35865,42.412,1.8495,"Ball_007_1"
4.5219,2.8132,22.873,1.199,0.045876,0.31317,38.598,1.4237,"Ball_007_1"
5.2595,3.2666,22.741,1.4508,0.074083,0.3163,42.296,1.2123,"Ball_007_1"
5.4207,3.2684,26.067,1.4719,0.050457,0.42123,40.381,1.7311,"Ball_007_1"
5.682,2.5725,27.986,1.1167,0.055294,0.24882,35.175,1.2131,"Ball_007_1"
4.3937,4.1779,24.212,1.1769,0.048449,0.28312,48.152,1.4676,"Ball_007_1"
4.494,3.8654,23.352,1.3983,0.056865,0.41322,40.798,1.5494,"Ball_007_1"
4.5845,3.4295,26.276,1.1361,0.077207,0.35652,40.773,1.3856,"Ball_007_1"
5.9545,2.9526,24.565,1.1942,0.058555,0.2719,41.981,1.6114,"Ball_007_1"
5.0233,3.0832,31.795,1.161,0.077829,0.31665,42.748,1.355,"Ball_007_1"
5.2322,2.6683,23.989,1.1424,0.055335,0.29385,43.939,1.5048,"Ball_007_1"
5.0606,3.4388,25.163,1.2573,0.07852,0.29641,40.303,1.4023,"Ball_007_1"
5.0781,4.3899,26.134,1.3252,0.064294,0.35045,38.702,1.4623,"Ball_007_1"
3.7694,3.2361,23.883,1.2353,0.084361,0.30807,41.454,1.197,"Ball_007_1"
6.1128,3.4085,30.854,1.3477,0.070499,0.33134,46.125,1.3728,"Ball_007_1"
4.56,3.6554,24.175,1.8853,0.068852,0.38287,39.699,1.3759,"Ball_007_1"
5.0829,2.9629,22.858,1.4128,0.060814,0.3205,48.327,1.2244,"Ball_007_1"
4.6977,3.1601,23.541,1.1311,0.057026,0.27953,37.714,1.363,"Ball_007_1"
13.18,2.913,28.791,1.0609,0.11703,0.62206,43.97,1.9099,"Ball_014_1"
12.211,3.2005,32.218,1.3104,0.065561,0.29692,31.921,1.3113,"Ball_014_1"
13.878,3.7879,33.307,1.0655,0.074008,0.36981,37.916,1.1828,"Ball_014_1"
11.185,3.9031,35.463,0.9127,0.057774,0.77345,49.146,2.3699,"Ball_014_1"
11.945,3.3111,12.321,0.8932,0.043266,0.31969,21.166,0.7548,"Ball_014_1"
12.162,4.0072,14.127,0.97485,0.082972,0.46474,18.404,1.405,"Ball_014_1"
12.121,3.0892,19.788,1.3715,0.066659,0.40238,25.808,2.1678,"Ball_014_1"
13.418,3.2294,18.559,0.95431,0.077546,0.3981,27.559,0.89892,"Ball_014_1"
12.399,4.0388,13.112,0.99695,0.054062,0.27289,19.784,1.0122,"Ball_014_1"
13.006,3.0228,27.664,1.0975,0.068316,0.28753,42.534,1.7175,"Ball_014_1"
10.952,3.3383,16.496,0.97042,0.081958,0.53362,31.052,1.7897,"Ball_014_1"
13.816,3.8996,28.609,1.1565,0.064076,0.29084,36.746,1.5531,"Ball_014_1"
11.172,2.8494,28.325,1.3107,0.064418,0.35055,45.212,1.6991,"Ball_014_1"
14.205,2.8293,19.238,0.98795,0.057158,0.23925,17.721,0.78967,"Ball_014_1"
12.364,4.2088,12.688,1.1854,0.063013,0.20276,20.113,0.84301,"Ball_014_1"
12.537,3.614,27.47,1.4817,0.12194,0.33975,42.119,1.1138,"Ball_014_1"
11.767,3.9006,27.291,1.5534,0.20954,0.45688,33.6,1.02,"Ball_014_1"
11.993,3.4235,19.931,1.1948,0.043396,0.32902,17.855,0.82043,"Ball_014_1"
12.653,3.5759,35.03,1.1011,0.085206,0.24259,36.225,1.1382,"Ball_014_1"
11.591,2.8096,17.059,0.88851,0.059961,0.33189,20.049,1.1453,"Ball_014_1"
13.604,3.2641,36.896,1.1267,0.075168,0.35022,50.237,1.5425,"Ball_014_1"
12.127,3.9554,37.922,1.1825,0.086817,0.71158,47.82,1.5002,"Ball_014_1"
12.497,4.1083,40.983,1.2033,0.088785,0.28793,50.631,2.1295,"Ball_014_1"
11.606,3.1612,33.699,0.99264,0.0687,0.42296,48.881,2.0603,"Ball_014_1"
12.496,3.8147,29.596,0.81805,0.064794,0.43933,44.023,1.9093,"Ball_014_1"
12.401,3.3473,33.666,1.2691,0.031083,0.25104,55.232,1.3203,"Ball_014_1"
12.543,3.117,16.526,0.97111,0.054351,0.38368,29.943,0.95183,"Ball_014_1"
13.452,4.1534,8.6388,0.80229,0.065077,0.1959,13.596,0.75938,"Ball_014_1"
12.122,3.7207,21.358,1.0076,0.079626,0.5265,39.701,1.705,"Ball_014_1"
10.845,3.9405,30.586,1.0197,0.052639,0.61206,39.783,3.059,"Ball_014_1"
12.862,3.3938,13.201,0.84073,0.061375,0.29274,17.751,0.75709,"Ball_014_1"
12.192,3.1636,9.0164,0.84472,0.058418,0.20775,11.486,0.77908,"Ball_014_1"
13.412,2.7347,31.8,0.99777,0.099256,0.60686,37.899,1.809,"Ball_014_1"
12.338,5.0148,16.586,1.1186,0.079387,0.4887,23.654,1.3727,"Ball_014_1"
14.098,3.1145,14.977,1.0843,0.083225,0.50524,16.544,1.1528,"Ball_014_1"
9.7997,3.9586,21.862,1.1854,0.064577,0.25107,29.267,1.0635,"Ball_014_1"
13.246,3.559,24.847,1.1139,0.09058,0.46539,42.123,1.6622,"Ball_014_1"
11.057,3.7327,24.835,0.79905,0.067008,0.4263,25.062,1.0169,"Ball_014_1"
14.119,2.9359,14.991,0.91156,0.055907,0.25818,15.633,1.0665,"Ball_014_1"
12.478,4.2467,16.76,1.1011,0.064924,0.2517,24.716,1.0077,"Ball_014_1"
12.552,3.4068,20.898,1.1844,0.050343,0.28957,28.467,0.97978,"Ball_014_1"
12.058,4.1117,22.518,1.046,0.045092,0.26393,17.297,0.98514,"Ball_014_1"
11.904,3.3568,13.887,1.0389,0.073915,0.25186,16.172,0.64285,"Ball_014_1"
13.075,3.2926,18.493,0.97026,0.04966,0.29096,24.041,0.73836,"Ball_014_1"
11.967,3.3793,21.079,1.2638,0.082634,0.25931,31.16,1.2155,"Ball_014_1"
13.83,3.7425,17.828,1.1623,0.045099,0.24842,18.959,0.75232,"Ball_014_1"
11.111,3.9089,11.789,1.0399,0.076381,0.22044,22.298,0.98699,"Ball_014_1"
13.008,3.4073,19.937,1.0722,0.13877,0.52497,28.278,1.3634,"Ball_014_1"
10.449,3.1769,28.106,1.2306,0.11388,0.62465,30.534,1.293,"Ball_014_1"
13.285,3.3605,21.087,1.3242,0.066573,0.29249,29.666,1.1267,"Ball_014_1"
11.938,3.5587,16.069,1.2815,0.25485,0.88919,28.486,1.2934,"Ball_014_1"
12.742,3.2742,11.47,1.2674,0.061712,0.42473,12.995,0.89456,"Ball_014_1"
12.814,4.4651,36.718,1.4277,0.073276,0.30019,39.262,1.2319,"Ball_014_1"
11.768,3.6723,37.282,1.8043,0.06693,0.41713,46.042,1.2443,"Ball_014_1"
12.083,4.0803,33.254,1.3061,0.051321,0.35473,44.984,1.2081,"Ball_014_1"
12.486,3.6921,36.789,1.292,0.061897,0.37845,37.275,1.2522,"Ball_014_1"
11.803,3.4858,29.781,1.181,0.064154,0.2988,37.455,0.93142,"Ball_014_1"
13.286,3.0857,21.321,1.1871,0.062334,0.32684,29.117,1.0165,"Ball_014_1"
12.871,4.1593,14.945,0.78332,0.06517,0.26873,26.125,0.9191,"Ball_014_1"
12.902,3.783,16.225,1.0736,0.067577,0.20587,20.362,1.0101,"Ball_014_1"
10.256,3.6812,31.694,0.99827,0.11231,0.62396,50.558,2.5065,"Ball_014_1"
13.975,3.6596,34.874,1.2859,0.077911,0.63683,43.089,2.7817,"Ball_014_1"
11.682,3.4952,23.829,1.2943,0.063142,0.36245,31.569,1.1484,"Ball_014_1"
13.763,3.5621,32.678,1.7268,0.091644,0.44942,33.31,1.6093,"Ball_014_1"
12.647,3.702,29.543,1.7401,0.070692,0.66397,39.094,1.2719,"Ball_014_1"
13.785,3.6231,26.636,1.2328,0.080616,0.32319,30.551,1.1892,"Ball_014_1"
11.824,3.7512,15.925,0.92304,0.040612,0.25517,24.022,0.81724,"Ball_014_1"
11.74,3.4426,7.7296,0.744,0.049769,0.21625,11.334,0.7972,"Ball_014_1"
11.921,3.4736,7.5252,0.86304,0.059074,0.22141,12.622,0.77908,"Ball_014_1"
11.541,3.5751,10.388,0.97025,0.053084,0.32279,12.621,1.0641,"Ball_014_1"
14.427,3.3962,8.8974,0.93946,0.050183,0.2868,12.987,0.82747,"Ball_014_1"
12.011,3.6708,18.883,1.2794,0.088779,0.27853,17.773,1.2828,"Ball_014_1"
13.305,4.398,18.207,1.136,0.1122,0.47682,31.352,1.9973,"Ball_014_1"
10.612,3.1418,24.123,1.0398,0.085455,0.49399,37.515,1.8911,"Ball_014_1"
13.418,3.8689,37.459,1.1229,0.059827,0.65312,52.95,1.9704,"Ball_014_1"
11.772,3.0126,26.834,1.1593,0.13104,0.71335,35.831,1.8427,"Ball_014_1"
13.391,3.2887,23.228,1.1981,0.097121,0.53274,35.44,1.4194,"Ball_014_1"
13.424,3.5619,25.305,1.1458,0.092666,0.3214,19.396,1.1738,"Ball_014_1"
12.924,3.4707,15.095,1.2058,0.060834,0.26652,18.536,0.98138,"Ball_014_1"
11.377,3.626,25.915,1.2534,0.064007,0.53226,34.348,2.1416,"Ball_014_1"
11.85,3.9681,19.351,1.4094,0.080076,0.60605,29.596,1.0327,"Ball_014_1"
12.463,3.4829,17.968,1.2293,0.065878,0.42225,23.691,1.2583,"Ball_014_1"
13.677,3.6816,17.749,1.1352,0.067045,0.24116,21.039,0.86139,"Ball_014_1"
11.968,3.952,20.765,1.2619,0.12331,0.65249,33.623,1.7401,"Ball_014_1"
13.68,3.589,13.709,1.1056,0.071256,0.2902,17.855,0.97231,"Ball_014_1"
10.632,3.9156,20.448,1.0602,0.078713,0.33813,25.336,1.1415,"Ball_014_1"
12.865,3.2435,15.293,1.1138,0.044071,0.29935,24.74,0.90375,"Ball_014_1"
11.377,3.6926,14.581,1.1414,0.05824,0.26207,19.903,0.9739,"Ball_014_1"
13.299,3.2347,10.244,0.7635,0.054901,0.2298,19.907,0.90214,"Ball_014_1"
12.631,3.8809,31.808,1.6249,0.087103,0.31877,37.94,1.2364,"Ball_014_1"
13.495,3.9933,9.0062,1.1253,0.067582,0.22285,8.913,0.84193,"Ball_014_1"
11.435,4.0795,10.373,0.97316,0.064314,0.4072,13.288,0.96335,"Ball_014_1"
12.1,3.5915,17.972,0.87484,0.06628,0.34493,23.716,1.2126,"Ball_014_1"
12.888,3.7937,19.364,1.1011,0.087885,0.29101,23.863,1.0125,"Ball_014_1"
10.949,3.4439,19.34,1.1001,0.081404,0.26502,31.377,0.98192,"Ball_014_1"
14.688,2.922,13.136,1.0981,0.058702,0.31084,13.138,0.96986,"Ball_014_1"
11.226,4.1295,24.571,1.2883,0.076776,0.31925,24.157,1.0853,"Ball_014_1"
14.216,3.9635,22.701,1.1492,0.074206,0.25998,27.378,1.3466,"Ball_014_1"
10.759,3.7098,28.147,1.536,0.068814,0.30843,30.599,0.97124,"Ball_014_1"
13.249,3.7113,10.449,1.1559,0.045417,0.27621,14.186,0.87417,"Ball_014_1"
11.051,3.236,18.526,1.0079,0.041926,0.27118,19.841,0.84461,"Ball_014_1"
13.919,2.9705,17.59,1.0419,0.051501,0.30676,26.849,0.94489,"Ball_014_1"
12.068,4.3234,18.338,1.4272,0.060512,0.23537,24.931,0.73381,"Ball_014_1"
12.74,3.9704,14.87,1.1613,0.076486,0.25514,18.194,0.99453,"Ball_014_1"
11.47,4.3662,38.957,1.4369,0.0906,0.37275,46.185,1.6682,"Ball_014_1"
13.069,3.259,25.37,1.0956,0.049227,0.41278,33.856,1.2198,"Ball_014_1"
11.78,3.6117,13.632,0.9643,0.081852,0.3402,17.561,1.0146,"Ball_014_1"
13.103,3.1075,19.027,1.0034,0.092276,0.29247,21.052,0.89845,"Ball_014_1"
12.635,3.7092,33.071,1.4871,0.088542,0.46256,40.654,1.4069,"Ball_014_1"
13.497,4.0991,37.16,1.5418,0.071814,0.59045,37.178,1.3722,"Ball_014_1"
11.209,4.444,13.412,1.2927,0.045559,0.25451,17.922,0.73665,"Ball_014_1"
12.464,3.2795,19.686,1.3184,0.085706,0.34992,34.297,1.3221,"Ball_014_1"
10.415,3.9323,20.001,1.3378,0.051567,0.23165,29.127,0.92659,"Ball_014_1"
12.49,3.7302,17.306,1.3678,0.062749,0.25935,26.379,0.9061,"Ball_014_1"
12.37,3.6545,12.437,1.0616,0.050431,0.22347,15.421,0.85305,"Ball_014_1"
8.1652,4.5028,39.113,2.7784,0.73301,4.481,58.165,3.6097,"Ball_021_1"
4.98,2.5854,20.195,1.5023,0.72434,1.5723,29.026,1.4597,"Ball_021_1"
5.3588,2.8955,18.354,1.3414,0.62598,1.3535,25.843,1.105,"Ball_021_1"
5.0353,2.7139,13.986,1.1207,0.35365,1.0831,26.868,1.3406,"Ball_021_1"
5.1969,2.781,13.364,1.1362,0.40668,1.1342,26.391,1.3234,"Ball_021_1"
6.6983,2.8625,16.295,0.93855,0.29111,0.91441,26.858,1.3303,"Ball_021_1"
6.235,4.1979,14.115,0.96557,0.35261,1.1747,28.193,1.3339,"Ball_021_1"
6.3287,2.9273,14.55,1.0687,0.32931,0.97134,25.779,1.7691,"Ball_021_1"
5.1738,2.6885,15.542,1.1591,0.51728,1.1443,29.986,1.7487,"Ball_021_1"
5.9206,2.9312,57.263,2.1696,1.0898,5.3009,82.599,5.1572,"Ball_021_1"
5.2011,3.6983,23.344,1.857,1.088,3.6679,47.301,4.6744,"Ball_021_1"
5.9943,3.49,21.804,1.3159,0.64514,2.0682,44.114,2.2627,"Ball_021_1"
5.5832,3.075,17.479,1.154,0.48597,1.8735,28.329,1.4767,"Ball_021_1"
5.8764,3.4398,15.375,1.069,0.42639,1.2835,26.909,1.4172,"Ball_021_1"
5.5347,3.0338,17.197,0.98948,0.4047,1.0891,28.621,1.7965,"Ball_021_1"
5.6945,2.4116,16.2,0.97784,0.31913,1.1538,29.966,1.468,"Ball_021_1"
4.5253,2.077,14.583,1.0767,0.29142,1.2183,24.613,1.4439,"Ball_021_1"
5.1665,2.8778,15.888,1.2672,0.36948,1.1569,30.965,1.713,"Ball_021_1"
4.9381,3.4051,12.567,1.2393,0.32603,1.0224,24.975,1.3896,"Ball_021_1"
6.3078,2.9011,15.485,1.1668,0.37291,1.0068,26.06,1.541,"Ball_021_1"
5.9628,3.472,14.021,0.93512,0.37994,1.0961,23.973,1.6091,"Ball_021_1"
5.7915,3.4158,15.548,0.78007,0.30624,1.2098,28.767,1.3694,"Ball_021_1"
4.732,2.4331,12.616,1.0853,0.3701,1.0083,24.819,1.4255,"Ball_021_1"
4.928,2.3707,15.249,0.8941,0.47512,1.369,26.099,1.5894,"Ball_021_1"
4.2183,2.9837,15.146,0.91606,0.5727,1.0051,25.676,1.1698,"Ball_021_1"
5.9378,2.5935,15.616,0.75275,0.47604,1.0323,24.557,1.2411,"Ball_021_1"
5.3278,3.2278,15.952,1.1369,0.33096,0.89742,28.249,1.6283,"Ball_021_1"
6.2976,3.8904,14.85,1.1161,0.32689,1.0289,24.48,1.7978,"Ball_021_1"
5.8754,2.5893,14.761,1.1015,0.26143,1.0974,25.514,1.3651,"Ball_021_1"
4.7147,2.2427,14.227,1.0757,0.28895,1.035,25.755,1.5815,"Ball_021_1"
4.7039,2.7996,15.789,1.0014,0.37499,1.1467,29.591,1.4388,"Ball_021_1"
4.8673,2.668,15.073,0.99325,0.38446,1.0404,25.282,1.456,"Ball_021_1"
5.5396,3.2584,13.24,1.1967,0.37273,0.92419,23.203,1.4773,"Ball_021_1"
5.5796,3.459,14.633,1.1653,0.34244,0.93998,27.725,1.4452,"Ball_021_1"
6.2451,3.0363,14.711,1.1498,0.41019,1.0141,27.046,1.3646,"Ball_021_1"
4.8502,2.3072,15.512,0.96642,0.44238,1.0661,28.348,1.7094,"Ball_021_1"
5.4996,2.8179,16.957,1.2791,0.36549,1.2124,26.825,1.9336,"Ball_021_1"
4.0417,2.2291,13.283,1.1321,0.33565,0.88361,23.628,1.6538,"Ball_021_1"
5.6085,3.3815,15.113,0.95585,0.29799,1.0636,30.314,1.709,"Ball_021_1"
6.3376,2.7643,13.926,1.1551,0.39368,0.9353,23.808,1.4081,"Ball_021_1"
5.8549,3.001,14.624,1.2223,0.33038,1.2746,31.165,1.3631,"Ball_021_1"
5.4765,3.7746,18.49,1.3133,0.53119,1.3272,28.854,1.5184,"Ball_021_1"
6.4376,3.0799,28.275,2.143,0.72697,2.618,45.818,3.0176,"Ball_021_1"
4.8642,2.5933,44.159,2.9864,1.535,3.8788,53.512,3.3367,"Ball_021_1"
5.4814,2.9838,11.916,1.1658,0.42291,1.0768,24.818,1.427,"Ball_021_1"
5.7094,3.4318,15.778,1.0551,0.33932,1.2027,24.805,1.3608,"Ball_021_1"
5.1965,2.6282,12.917,1.0425,0.24793,1.0164,25.005,1.5029,"Ball_021_1"
5.8,4.3271,15.898,0.95422,0.41696,0.96755,24.719,1.3671,"Ball_021_1"
5.3786,2.4136,17.714,0.99028,0.24797,1.1049,27.028,1.3722,"Ball_021_1"
5.3301,2.5202,13.434,1.0088,0.33385,1.0517,26.597,1.5229,"Ball_021_1"
5.0426,2.6323,15.597,1.2823,0.45198,1.0871,28.893,1.529,"Ball_021_1"
4.667,3.1049,13.131,1.1213,0.34262,1.0884,25.116,1.1749,"Ball_021_1"
5.5672,3.0273,15.376,0.91589,0.37433,1.0999,29.074,1.438,"Ball_021_1"
6.0468,3.3469,14.254,0.91575,0.30716,1.2084,27.664,1.4444,"Ball_021_1"
6.3583,3.6118,17.45,1.1321,0.28948,0.98699,29.381,1.5609,"Ball_021_1"
7.3676,2.7817,13.814,1.1175,0.37849,1.3722,27.348,1.4507,"Ball_021_1"
5.1213,2.8275,14.725,1.1129,0.36536,1.2862,22.618,1.5702,"Ball_021_1"
5.0753,2.1731,13.602,1.2019,0.49152,1.0392,29.02,1.4442,"Ball_021_1"
5.1164,3.0128,15.636,0.92162,0.39786,1.0677,25.8,1.6833,"Ball_021_1"
6.0906,2.8988,17.544,1.3011,0.40581,1.1477,28.701,1.2782,"Ball_021_1"
6.054,3.7176,13.76,1.01,0.27078,0.97667,27.178,1.4195,"Ball_021_1"
7.8349,3.5894,16.449,1.1033,0.39191,1.0997,28.738,1.5727,"Ball_021_1"
5.3942,3.0545,14.642,1.0823,0.36165,1.0775,24.3,1.6465,"Ball_021_1"
6.0245,2.3154,17.228,1.1048,0.39131,0.88125,32.165,1.4326,"Ball_021_1"
