"V1","V2","V3","V4","V5","V6","V7","V8","fault"
92.337,54.187,0.2893,1.5509,0.0014248,0.016059,0.025112,0.065743,"Ball_007_1"
91.825,54.783,0.29566,1.5665,0.0013439,0.014099,0.032133,0.059099,"Ball_007_1"
64.891,72.387,0.27881,1.5112,0.0013526,0.015429,0.023041,0.059383,"Ball_007_1"
94.089,82.821,0.27538,1.54,0.0015633,0.014735,0.021802,0.060922,"Ball_007_1"
75.771,68.724,0.28586,1.7376,0.0010229,0.015653,0.030086,0.060727,"Ball_007_1"
85.608,73.932,0.28796,1.5479,0.0015841,0.012845,0.027759,0.057532,"Ball_007_1"
66.676,59.252,0.27014,1.4782,0.001274,0.014145,0.024196,0.063115,"Ball_007_1"
94.952,63.006,0.25447,1.5433,0.0012251,0.015723,0.026925,0.061251,"Ball_007_1"
84.927,61.662,0.30464,1.4448,0.0010194,0.016581,0.027174,0.064313,"Ball_007_1"
73.967,77.461,0.26696,1.4691,0.0014333,0.013645,0.02821,0.058869,"Ball_007_1"
86.555,55.061,0.28768,1.6667,0.0009901,0.01727,0.026755,0.060634,"Ball_007_1"
81.725,68.419,0.27866,1.4584,0.0015625,0.015745,0.024291,0.065042,"Ball_007_1"
74.984,61.865,0.25177,1.6242,0.0012027,0.015244,0.03544,0.061492,"Ball_007_1"
79.085,60.009,0.25669,1.5488,0.0012276,0.014942,0.028122,0.057143,"Ball_007_1"
85.547,48.902,0.28079,1.4851,0.001326,0.013462,0.027549,0.060008,"Ball_007_1"
96.1,63.588,0.33618,1.7173,0.0013563,0.013909,0.028482,0.056122,"Ball_007_1"
91.424,64.576,0.28304,1.6042,0.0018857,0.017118,0.032281,0.059506,"Ball_007_1"
80.501,69.236,0.29264,1.4449,0.001233,0.015494,0.025857,0.059237,"Ball_007_1"
69.826,90.288,0.31455,1.6456,0.0016136,0.015192,0.0256,0.063985,"Ball_007_1"
67.166,69.574,0.23804,1.4891,0.0015837,0.014583,0.02347,0.060152,"Ball_007_1"
89.797,57.021,0.27689,1.523,0.00096333,0.015688,0.029198,0.058901,"Ball_007_1"
62.277,55.705,0.25152,1.5067,0.0012895,0.014517,0.025088,0.057668,"Ball_007_1"
67.106,61.42,0.27647,1.4628,0.0013198,0.016143,0.028647,0.063596,"Ball_007_1"
81.459,63.499,0.29676,1.4328,0.0012666,0.014602,0.024217,0.061121,"Ball_007_1"
77.306,77.636,0.29282,1.6071,0.0015182,0.013904,0.02695,0.057084,"Ball_007_1"
77.594,69.051,0.2606,1.5158,0.0013874,0.014958,0.025354,0.055539,"Ball_007_1"
60.677,53.535,0.26716,1.4993,0.0016292,0.016711,0.026288,0.059057,"Ball_007_1"
87.863,51.082,0.29835,1.5859,0.0014149,0.018875,0.02865,0.060669,"Ball_007_1"
75.207,73.509,0.29254,1.4527,0.0014347,0.012692,0.026825,0.060433,"Ball_007_1"
90.604,58.975,0.30043,1.5639,0.0014762,0.014976,0.02987,0.058595,"Ball_007_1"
77.696,63.707,0.30302,1.5912,0.0012798,0.013548,0.029218,0.062373,"Ball_007_1"
79.836,82.175,0.26879,1.5685,0.0013835,0.013736,0.026797,0.062195,"Ball_007_1"
79.208,60.148,0.26932,1.5049,0.0015358,0.014402,0.026505,0.05879,"Ball_007_1"
58.475,59.966,0.28076,1.5273,0.001297,0.015672,0.027488,0.062005,"Ball_007_1"
73.909,63.331,0.29352,1.5531,0.0013732,0.016698,0.027455,0.063932,"Ball_007_1"
85.745,55.603,0.29754,1.7944,0.0013416,0.015684,0.028981,0.060705,"Ball_007_1"
100.62,69.3,0.3177,1.4356,0.0011284,0.0148,0.026088,0.0589,"Ball_007_1"
81.364,63.381,0.27613,1.4318,0.0015141,0.015344,0.03048,0.064059,"Ball_007_1"
71.02,72.455,0.29404,1.6398,0.0016357,0.01685,0.025016,0.059422,"Ball_007_1"
72.396,65.453,0.28283,1.5389,0.0015654,0.016499,0.031907,0.064527,"Ball_007_1"
57.85,58.37,0.22796,1.4996,0.0015708,0.013854,0.02723,0.057694,"Ball_007_1"
77.212,73.546,0.30199,1.6637,0.0016252,0.018807,0.028568,0.058216,"Ball_007_1"
90.694,48.054,0.2622,1.3816,0.0012293,0.017613,0.026722,0.06027,"Ball_007_1"
90.351,60.5,0.31604,1.5983,0.001112,0.013482,0.026625,0.064039,"Ball_007_1"
63.316,62.735,0.26662,1.5691,0.0013358,0.014344,0.022459,0.05773,"Ball_007_1"
55.768,71.706,0.28834,1.5582,0.0012402,0.014818,0.023907,0.058302,"Ball_007_1"
73.695,59.067,0.26489,1.6687,0.0011973,0.016348,0.02709,0.061885,"Ball_007_1"
96.872,65.329,0.30583,1.7458,0.0012694,0.017656,0.03933,0.066785,"Ball_007_1"
97.909,77.797,0.30147,1.6301,0.0012232,0.014389,0.030251,0.06157,"Ball_007_1"
80.257,60.66,0.26607,1.5313,0.001117,0.014178,0.024181,0.062395,"Ball_007_1"
89.763,63.15,0.3275,1.7574,0.0012229,0.015421,0.035724,0.069343,"Ball_007_1"
70.681,65.484,0.31331,1.6434,0.0017418,0.015688,0.030574,0.069414,"Ball_007_1"
68.734,58.331,0.2656,1.5907,0.0014983,0.014787,0.022243,0.066421,"Ball_007_1"
83.035,77.651,0.28069,1.5961,0.0010553,0.016303,0.027062,0.061297,"Ball_007_1"
65.946,65.115,0.27153,1.4595,0.0013956,0.016714,0.024389,0.064665,"Ball_007_1"
80.272,63.618,0.28618,1.6976,0.0012749,0.015634,0.029973,0.060088,"Ball_007_1"
80.202,61.658,0.28602,1.5522,0.0014065,0.010997,0.024299,0.059722,"Ball_007_1"
77.951,63.791,0.2551,1.3878,0.001682,0.016423,0.028405,0.058712,"Ball_007_1"
81.269,68.439,0.32171,1.7656,0.0019163,0.017921,0.028384,0.063032,"Ball_007_1"
75.007,64.258,0.2661,1.3811,0.0017685,0.015495,0.031505,0.056968,"Ball_007_1"
88.59,78.957,0.31517,1.5977,0.0010749,0.014544,0.029812,0.05816,"Ball_007_1"
66.034,72.965,0.30748,1.5827,0.0014148,0.019606,0.028425,0.05797,"Ball_007_1"
68.444,69.2,0.30633,1.6759,0.001399,0.017096,0.033295,0.069331,"Ball_007_1"
83.915,57.193,0.25784,1.408,0.0010738,0.01665,0.027654,0.057213,"Ball_007_1"
64.753,57.25,0.26935,1.6159,0.0016223,0.014059,0.024072,0.060062,"Ball_007_1"
85.006,89.169,0.29712,1.5715,0.0015647,0.016833,0.024393,0.059332,"Ball_007_1"
101.94,61.659,0.29266,1.6283,0.001322,0.013308,0.029497,0.065082,"Ball_007_1"
80.087,75.449,0.2817,1.5733,0.0014006,0.013303,0.024037,0.056925,"Ball_007_1"
71.157,63.114,0.27496,1.4617,0.0012887,0.017259,0.025232,0.057091,"Ball_007_1"
80.363,62.712,0.27461,1.3302,0.0018245,0.01376,0.02339,0.05477,"Ball_007_1"
84.987,52.094,0.30129,1.6255,0.0012605,0.013424,0.032873,0.063575,"Ball_007_1"
92.419,62.757,0.25829,1.5115,0.00097939,0.012356,0.026358,0.058887,"Ball_007_1"
87.469,54.029,0.27209,1.4357,0.0012073,0.016964,0.024595,0.06269,"Ball_007_1"
78.062,66.401,0.26015,1.5242,0.0014686,0.014268,0.028799,0.056717,"Ball_007_1"
96.096,62.185,0.30455,1.5968,0.0014167,0.017081,0.034514,0.065117,"Ball_007_1"
80.68,61.908,0.27397,1.5944,0.0013506,0.014912,0.027001,0.060603,"Ball_007_1"
90.382,60.353,0.32433,1.6219,0.0013698,0.013535,0.025807,0.061293,"Ball_007_1"
81.762,69.827,0.26139,1.4312,0.0014283,0.014153,0.027962,0.057593,"Ball_007_1"
98.862,68.819,0.27378,1.524,0.001205,0.015987,0.029506,0.057999,"Ball_007_1"
76.115,64.806,0.29029,1.5509,0.0011822,0.014235,0.025757,0.062353,"Ball_007_1"
78.826,80.225,0.28297,1.4793,0.0014879,0.012832,0.023326,0.062177,"Ball_007_1"
77.484,60.592,0.29357,1.5597,0.0013781,0.014503,0.027884,0.060005,"Ball_007_1"
98.625,49.061,0.28672,1.4761,0.0011748,0.015051,0.026352,0.057297,"Ball_007_1"
78.806,57.653,0.26877,1.474,0.0011371,0.014589,0.022807,0.062936,"Ball_007_1"
78.494,66.362,0.23223,1.5956,0.0014584,0.016257,0.028298,0.059662,"Ball_007_1"
88.469,58.137,0.30631,1.7646,0.0015204,0.012137,0.028829,0.063738,"Ball_007_1"
108.53,81.034,0.28457,1.5104,0.0012302,0.014941,0.027538,0.056464,"Ball_007_1"
70.989,60.678,0.27365,1.7234,0.0013554,0.013401,0.028422,0.062882,"Ball_007_1"
86.033,68.98,0.26686,1.4994,0.0011062,0.013472,0.025529,0.058877,"Ball_007_1"
77.767,77.624,0.28319,1.6642,0.0014532,0.016277,0.034437,0.062003,"Ball_007_1"
82.711,103.36,0.29831,1.6493,0.0015808,0.015082,0.029383,0.05677,"Ball_007_1"
83.17,57.642,0.27156,1.4885,0.0010869,0.015789,0.02263,0.059027,"Ball_007_1"
88.996,67.135,0.29387,1.5488,0.0014737,0.015916,0.030059,0.057543,"Ball_007_1"
69.161,79.934,0.27778,1.7276,0.0015933,0.017666,0.035574,0.065271,"Ball_007_1"
90.319,70.593,0.26354,1.5701,0.0016362,0.014225,0.026079,0.060266,"Ball_007_1"
66.712,69.645,0.27878,1.5781,0.0013686,0.016986,0.025833,0.061621,"Ball_007_1"
86.876,90.107,0.28162,1.5567,0.0014903,0.020235,0.025683,0.058917,"Ball_007_1"
76.385,54.455,0.28227,1.5207,0.0015466,0.012889,0.03067,0.061066,"Ball_007_1"
81.367,70.162,0.26894,1.4341,0.0011432,0.014511,0.026134,0.057072,"Ball_007_1"
77.171,60.215,0.25772,1.4164,0.0013605,0.016444,0.027374,0.059479,"Ball_007_1"
87.418,59.771,0.27245,1.5714,0.0014279,0.01446,0.028532,0.056028,"Ball_007_1"
67.592,64.328,0.29673,1.6459,0.0012452,0.015185,0.033949,0.063213,"Ball_007_1"
85.66,78.72,0.29529,1.6114,0.0011997,0.016168,0.033451,0.063171,"Ball_007_1"
83.608,63.722,0.31328,1.6622,0.0012606,0.018441,0.027413,0.06622,"Ball_007_1"
66.025,72.014,0.28282,1.5176,0.0014275,0.013483,0.0253,0.063716,"Ball_007_1"
85.034,62.49,0.30986,1.5662,0.0012333,0.015245,0.026575,0.061153,"Ball_007_1"
104.6,71.23,0.27981,1.4984,0.00101,0.015435,0.025331,0.060401,"Ball_007_1"
75.693,73.656,0.27499,1.5698,0.0013797,0.016042,0.031664,0.061078,"Ball_007_1"
95.901,77.634,0.31184,1.5178,0.0015864,0.015865,0.02702,0.061152,"Ball_007_1"
92.606,59.693,0.27174,1.5037,0.0012269,0.015451,0.029727,0.060248,"Ball_007_1"
88.048,68.818,0.25839,1.3952,0.0010071,0.015501,0.026139,0.058452,"Ball_007_1"
78.142,65.067,0.30625,1.5171,0.0013118,0.015491,0.029547,0.063584,"Ball_007_1"
77.746,59.74,0.28419,1.7164,0.0011815,0.015419,0.029715,0.059284,"Ball_007_1"
69.917,45.718,0.25429,1.5266,0.0013835,0.014395,0.030301,0.05936,"Ball_007_1"
85.674,80.797,0.31131,1.48,0.0013353,0.013351,0.024337,0.056893,"Ball_007_1"
79.908,50.646,0.26085,1.5006,0.0010821,0.016616,0.023998,0.062749,"Ball_007_1"
81.704,54.053,0.30307,1.737,0.0014285,0.012764,0.033674,0.066248,"Ball_007_1"
58.395,63.464,0.25837,1.6216,0.0011304,0.014175,0.028201,0.05964,"Ball_007_1"
86.916,79.367,0.27983,1.7279,0.0015756,0.019305,0.024147,0.066562,"Ball_007_1"
80.806,62.126,0.28568,1.4736,0.0010239,0.013416,0.025026,0.058649,"Ball_007_1"
74.926,89.123,0.33908,1.7214,0.0014193,0.015404,0.028144,0.063665,"Ball_007_1"
86.406,60.101,0.27295,1.4735,0.0014236,0.013341,0.026038,0.05922,"Ball_007_1"
104.27,65.216,0.35556,1.6798,0.0012838,0.018008,0.024315,0.067455,"Ball_007_1"
91.531,70.242,0.32349,1.6193,0.0014488,0.014635,0.022828,0.058548,"Ball_007_1"
78.406,69.961,0.24231,1.5531,0.00131,0.016693,0.034229,0.060945,"Ball_007_1"
78.799,48.91,0.27041,1.6076,0.0016979,0.01463,0.026745,0.0599,"Ball_007_1"
85.858,71.117,0.31753,1.6459,0.001895,0.011747,0.025712,0.060817,"Ball_007_1"
77.58,72.508,0.24679,1.4903,0.0011898,0.015927,0.034222,0.062375,"Ball_007_1"
76.091,72.102,0.28737,1.7089,0.0012519,0.015093,0.035084,0.06393,"Ball_007_1"
76.858,67.831,0.28626,1.4743,0.0014906,0.011748,0.023367,0.063232,"Ball_007_1"
89.035,95.861,0.30273,1.6062,0.0011266,0.014971,0.02656,0.058679,"Ball_007_1"
69.224,58.812,0.29128,1.5474,0.0012694,0.013528,0.028079,0.05861,"Ball_007_1"
73.442,66.405,0.28196,1.5865,0.0011794,0.015783,0.03323,0.058984,"Ball_007_1"
66.843,69.388,0.24578,1.4825,0.0012538,0.013721,0.024265,0.057588,"Ball_007_1"
97.588,71.466,0.27557,1.5884,0.001457,0.017132,0.028397,0.060049,"Ball_007_1"
76.357,63.7,0.26898,1.4482,0.0014154,0.012928,0.024169,0.059936,"Ball_007_1"
96.156,73.788,0.31071,1.445,0.0014194,0.017138,0.028206,0.059187,"Ball_007_1"
86.316,65.575,0.30628,1.664,0.0017044,0.011957,0.032264,0.061914,"Ball_007_1"
95.432,67.041,0.3056,1.6659,0.0013497,0.017782,0.032083,0.060537,"Ball_007_1"
83.588,86.339,0.32988,1.5546,0.0016032,0.01528,0.030026,0.061775,"Ball_007_1"
74.771,68.671,0.25432,1.4224,0.0014377,0.019057,0.027909,0.058238,"Ball_007_1"
76.011,64.512,0.28957,1.5757,0.0014179,0.016379,0.023019,0.059745,"Ball_007_1"
89.259,64.802,0.29437,1.5929,0.0013108,0.016448,0.026949,0.057492,"Ball_007_1"
79.69,56.029,0.26685,1.5852,0.0015087,0.016253,0.029717,0.060276,"Ball_007_1"
80.037,75.913,0.30104,1.5572,0.0011315,0.015608,0.026302,0.057951,"Ball_007_1"
71.201,89.617,0.27158,1.4636,0.0015515,0.014827,0.022677,0.057409,"Ball_007_1"
90.08,78.749,0.26933,1.3507,0.0013086,0.01715,0.024626,0.053854,"Ball_007_1"
61.882,68.91,0.25148,1.3351,0.0015493,0.015547,0.029123,0.06073,"Ball_007_1"
84.883,59.397,0.3002,1.6223,0.0013635,0.012949,0.025234,0.054465,"Ball_007_1"
89.848,65.328,0.29369,1.6307,0.0010209,0.013956,0.024546,0.059792,"Ball_007_1"
90.919,71.464,0.30406,1.5474,0.0013208,0.018015,0.028011,0.061518,"Ball_007_1"
109.34,62.36,0.30908,1.4744,0.0012741,0.014203,0.032643,0.05968,"Ball_007_1"
89.065,82.267,0.29614,1.6109,0.0012329,0.015575,0.026585,0.057879,"Ball_007_1"
67.038,70.308,0.25121,1.4943,0.0013516,0.014674,0.022302,0.062017,"Ball_007_1"
91.391,59.284,0.29159,1.5292,0.0014832,0.014357,0.02473,0.056855,"Ball_007_1"
71.646,63.885,0.2479,1.4205,0.0014843,0.012327,0.030737,0.05747,"Ball_007_1"
78.868,65.57,0.27607,1.5739,0.0010908,0.01545,0.025377,0.061019,"Ball_007_1"
88.502,65.205,0.29555,1.5568,0.0015197,0.014732,0.030791,0.061956,"Ball_007_1"
90.699,63.581,0.2933,1.4565,0.0016267,0.015824,0.027984,0.063534,"Ball_007_1"
76.876,67.555,0.29888,1.5168,0.0015902,0.014756,0.032604,0.062088,"Ball_007_1"
67.508,56.991,0.26878,1.5057,0.0017977,0.01677,0.02972,0.06162,"Ball_007_1"
75.264,79.934,0.27977,1.533,0.0014741,0.01747,0.026211,0.061843,"Ball_007_1"
88.313,72.919,0.3304,1.6534,0.0016353,0.013881,0.025077,0.061998,"Ball_007_1"
88.286,72.758,0.28868,1.5344,0.0013901,0.018053,0.026702,0.059896,"Ball_007_1"
91.939,70.924,0.33595,1.6119,0.0013754,0.014206,0.024078,0.063343,"Ball_007_1"
78.283,85.089,0.2727,1.3675,0.0011442,0.015395,0.022998,0.056411,"Ball_007_1"
85.414,91.973,0.2668,1.5889,0.0013072,0.012827,0.030531,0.061027,"Ball_007_1"
77.583,58.523,0.26646,1.5792,0.0014783,0.01724,0.028887,0.060028,"Ball_007_1"
66.115,82.081,0.31401,1.741,0.0015068,0.012766,0.025659,0.06495,"Ball_007_1"
91.309,80.234,0.3237,1.677,0.0012264,0.017396,0.025087,0.056624,"Ball_007_1"
109.38,59.504,0.31277,1.5876,0.0014328,0.01498,0.029451,0.065197,"Ball_007_1"
76.635,67.095,0.28386,1.5748,0.0017503,0.015429,0.026739,0.058582,"Ball_007_1"
62.046,64.438,0.27493,1.5716,0.00097175,0.013645,0.026915,0.065647,"Ball_007_1"
95.326,84.722,0.3076,1.5058,0.0015534,0.014614,0.02913,0.060441,"Ball_007_1"
100.37,80.533,0.335,1.8016,0.0012839,0.015971,0.039134,0.062377,"Ball_007_1"
63.723,65.842,0.24151,1.4608,0.0013509,0.016231,0.025693,0.060833,"Ball_007_1"
80.739,75.768,0.30895,1.6177,0.0012507,0.016296,0.026266,0.060457,"Ball_007_1"
85.641,55.532,0.26422,1.4917,0.0014897,0.013877,0.02384,0.059395,"Ball_007_1"
107.16,82.439,0.29974,1.4082,0.0015944,0.015161,0.029688,0.056673,"Ball_007_1"
84.736,63.775,0.28583,1.5954,0.00098074,0.014184,0.02719,0.065758,"Ball_007_1"
81.426,69.334,0.28358,1.561,0.0014114,0.015238,0.027318,0.061273,"Ball_007_1"
105.81,66.385,0.28199,1.4847,0.0017693,0.015642,0.031561,0.063669,"Ball_007_1"
95.689,88.224,0.31682,1.5112,0.0015042,0.011868,0.029152,0.057502,"Ball_007_1"
77.233,73.016,0.29416,1.6964,0.0013707,0.015467,0.026893,0.058886,"Ball_007_1"
74.914,77.743,0.29078,1.6107,0.0017762,0.016387,0.028268,0.057566,"Ball_007_1"
74.419,91.768,0.3085,1.5536,0.0014333,0.015844,0.029746,0.058459,"Ball_007_1"
95.898,85.986,0.27702,1.6069,0.0014833,0.0134,0.027984,0.056245,"Ball_007_1"
79.164,59.118,0.2906,1.5846,0.0015523,0.013438,0.024402,0.06049,"Ball_007_1"
95.436,71.881,0.33096,1.5936,0.0012446,0.016512,0.023061,0.058788,"Ball_007_1"
70.797,70.967,0.26957,1.4545,0.0013104,0.014904,0.025649,0.060998,"Ball_007_1"
75.841,52.488,0.33547,1.9406,0.003358,0.060308,0.045608,0.09699,"Ball_014_1"
69.39,41.427,0.19605,1.224,0.0014743,0.025429,0.025714,0.0509,"Ball_014_1"
60.239,20.035,0.21139,1.2489,0.0017287,0.025994,0.030247,0.059464,"Ball_014_1"
109.54,68.034,0.27704,1.5592,0.0022117,0.052652,0.040542,0.093457,"Ball_014_1"
63.581,35.741,0.24637,1.4172,0.001764,0.030464,0.031337,0.067873,"Ball_014_1"
79.225,98.645,0.47888,2.2265,0.002291,0.047323,0.037467,0.080585,"Ball_014_1"
96.006,30.257,0.21495,1.4378,0.0015268,0.024643,0.030535,0.067422,"Ball_014_1"
80.837,28.969,0.22616,1.2185,0.0018723,0.0359,0.029365,0.056222,"Ball_014_1"
59.742,18.041,0.18174,1.2721,0.0013555,0.031474,0.030351,0.060388,"Ball_014_1"
151.47,119.86,0.64008,2.1849,0.0020435,0.041116,0.037922,0.079121,"Ball_014_1"
95.859,70.732,0.36245,1.5077,0.0015864,0.032234,0.02828,0.0607,"Ball_014_1"
91.953,59.43,0.30936,1.5823,0.001967,0.033946,0.032867,0.065089,"Ball_014_1"
54.338,18.25,0.20066,1.3356,0.0015852,0.023656,0.029011,0.058515,"Ball_014_1"
86.837,41.338,0.21369,1.3241,0.0016973,0.02975,0.029207,0.06505,"Ball_014_1"
56.924,21.698,0.18992,1.3242,0.0014802,0.022209,0.033125,0.062224,"Ball_014_1"
68.968,37.106,0.20454,1.3589,0.0016949,0.033262,0.031964,0.0625,"Ball_014_1"
48.209,18.935,0.20075,1.2909,0.0019033,0.040619,0.025928,0.059617,"Ball_014_1"
76.017,28.007,0.22963,1.3585,0.0019255,0.055815,0.030427,0.079686,"Ball_014_1"
48.447,16.695,0.20156,1.2532,0.0020146,0.027511,0.031317,0.057154,"Ball_014_1"
122.37,73.64,0.38271,2.1781,0.0024929,0.045549,0.042556,0.077761,"Ball_014_1"
-35.969,75.41,0.58035,1.877,0.0014866,0.028364,0.037828,0.077857,"Ball_014_1"
132.03,77.74,0.39014,2.3446,0.0018328,0.041193,0.038757,0.082794,"Ball_014_1"
71.735,30.705,0.25627,1.415,0.0020487,0.030906,0.034852,0.065342,"Ball_014_1"
90.173,37.363,0.21694,1.5145,0.0018129,0.032263,0.034584,0.064037,"Ball_014_1"
64.479,33.701,0.24464,1.4194,0.002186,0.027058,0.029834,0.070296,"Ball_014_1"
104.23,36.031,0.3983,1.681,0.0019404,0.037442,0.038605,0.078756,"Ball_014_1"
62.43,32.183,0.24858,1.3838,0.001433,0.031936,0.031785,0.061365,"Ball_014_1"
77.677,34.176,0.22156,1.638,0.0017422,0.029362,0.034712,0.068851,"Ball_014_1"
73.192,39.723,0.26596,1.4639,0.0022181,0.02677,0.029458,0.063433,"Ball_014_1"
95.149,54.539,0.29317,1.6223,0.0014772,0.046653,0.037434,0.075287,"Ball_014_1"
58.299,20.003,0.19111,1.2489,0.0018373,0.033586,0.028122,0.061861,"Ball_014_1"
63.696,27.637,0.21047,1.2666,0.0017895,0.029464,0.03164,0.064763,"Ball_014_1"
60.399,29.336,0.18701,1.2842,0.0017418,0.025918,0.031714,0.061741,"Ball_014_1"
77.015,27.812,0.22249,1.3518,0.0023212,0.034371,0.031583,0.065709,"Ball_014_1"
60.75,26.065,0.19347,1.3409,0.0018607,0.031629,0.029969,0.067731,"Ball_014_1"
62.451,21.633,0.16574,1.1886,0.0016625,0.027414,0.027251,0.05677,"Ball_014_1"
55.843,18.472,0.20135,1.2813,0.0014996,0.020282,0.028633,0.060668,"Ball_014_1"
74.448,32.077,0.19779,1.3869,0.0031947,0.033781,0.039166,0.064753,"Ball_014_1"
55.052,19.618,0.21435,1.4583,0.0020953,0.034159,0.036105,0.074291,"Ball_014_1"
65.984,19.931,0.21157,1.2927,0.002354,0.028027,0.031512,0.060469,"Ball_014_1"
63.12,28.685,0.20286,1.2252,0.0019319,0.02625,0.03121,0.057397,"Ball_014_1"
62.007,26.185,0.21444,1.3792,0.0020301,0.034972,0.037546,0.060803,"Ball_014_1"
62.744,21.704,0.21675,1.2481,0.0015618,0.026916,0.027902,0.060267,"Ball_014_1"
66.281,40.65,0.34005,1.4749,0.0020408,0.029074,0.028197,0.069376,"Ball_014_1"
72.57,32.768,0.2775,1.322,0.0017729,0.037436,0.040236,0.06299,"Ball_014_1"
118.32,58.134,0.40471,1.7173,0.0028942,0.043851,0.056664,0.078695,"Ball_014_1"
79.47,55.393,0.31212,1.6595,0.0024947,0.033793,0.03764,0.078513,"Ball_014_1"
76.782,35.308,0.25324,1.5936,0.0020731,0.090403,0.039648,0.086093,"Ball_014_1"
74.891,35.62,0.22913,1.4759,0.0016695,0.031811,0.030918,0.066771,"Ball_014_1"
82.848,57.054,0.26224,1.6648,0.0016844,0.047861,0.039563,0.078501,"Ball_014_1"
76.512,35.748,0.29774,1.4469,0.0023215,0.039271,0.032565,0.07422,"Ball_014_1"
98.601,57.159,0.22324,1.6304,0.0021931,0.037183,0.03567,0.067691,"Ball_014_1"
60.466,24.569,0.19772,1.4413,0.0011366,0.024255,0.030001,0.064198,"Ball_014_1"
103.88,67.362,0.32036,2.2023,0.0020843,0.032539,0.036321,0.080862,"Ball_014_1"
67.43,29.207,0.29773,1.7924,0.0015545,0.023785,0.038842,0.060304,"Ball_014_1"
